,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
3187.json,1.1213948263345443,0.009836796722232845,2,99.47747207486687,2022-07-20 07:12:54.194967558,2022-07-20 07:12:55.316362384,,,,,,,,
3188.json,1.8681197322315128,0.009936807086337835,1,100,2022-07-20 07:12:44.209376415,2022-07-20 07:12:46.077496147,,,,,,,,
3189.json,1.216545857871374,0.009890616730661576,2,96.62803710223022,2022-07-20 07:12:48.250615474,2022-07-20 07:12:49.467161333,,,,,,,,
