,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
1372.json,1.1437735403949745,0.0098601167275428,3,98.65432488973192,2022-07-17 17:46:28.047350178,2022-07-17 17:46:29.191123718,24.280755890740288,30.32109983762105,-55.660343,-49.59733,DUR,Absent,Foraging,8.0
1376.json,1.1313741880557742,0.0098380364178762,12,98.95722306911593,2022-07-17 17:46:02.895288485,2022-07-17 17:46:04.026662673,27.92441233782701,31.900433419455943,-54.959824,-50.92628,DUR,Absent,Foraging,8.0
1382.json,1.02151636829808,0.0098222727720969,7,99.08713711705788,2022-07-17 18:42:36.851076681,2022-07-17 18:42:37.872593050,25.830412487651028,29.84759938439657,-49.949234,-45.817627,DUR,Absent,Travelling,10.0
1392.json,1.1623700710153455,0.0098505938221639,7,98.66954680306948,2022-07-17 18:42:29.849419446,2022-07-17 18:42:31.011789517,36.938411320725535,43.19219734244151,-37.98867,-31.782253,DUR,Absent,Travelling,10.0
1393.json,1.2355267815741442,0.0098842142525931,78,99.31898877848916,2022-07-17 18:42:50.267840874,2022-07-17 18:42:51.503367656,17.81231249295748,21.961726824442547,-54.666706,-50.464546,DUR,Absent,Travelling,10.0
1394.json,1.1129343187134566,0.0098489762718005,7,99.3991187738083,2022-07-17 18:42:57.731354342,2022-07-17 18:42:58.844288661,27.958723649911,32.93027279901166,-44.80856,-39.858356,DUR,Absent,Travelling,10.0
1395.json,1.0656206867083569,0.0098668582102625,7,99.46978129518216,2022-07-17 18:42:55.210624546,2022-07-17 18:42:56.276245233,30.28651351359353,34.93025502162193,-41.30358,-36.61165,DUR,Absent,Travelling,10.0
1399.json,1.1925565483352507,0.00985583924244,7,99.00823937688116,2022-07-17 18:42:31.699127723,2022-07-17 18:42:32.891684272,31.09769879659017,36.8572813542684,-45.131054,-39.389114,DUR,Absent,Travelling,10.0
1404.json,1.121495897609229,0.0098376833123616,7,99.47192380334782,2022-07-17 18:42:48.202658243,2022-07-17 18:42:49.324154141,29.41401804930775,33.75124376716343,-44.37532,-39.99821,DUR,Absent,Travelling,10.0
1412.json,1.1029201704616227,0.0098475015219787,7,99.18627694891012,2022-07-17 18:42:33.994750408,2022-07-17 18:42:35.097670578,25.336101696645613,30.760740952526064,-53.1235,-47.661724,DUR,Absent,Travelling,10.0
