,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
9077.json,1.1221783066038853,0.009843669356174433,89,98.64177572638334,2020-07-17 08:11:34.654769862,2020-07-17 08:11:35.776948169,,,,,,,,
9091.json,1.3242725973743843,0.009882631323689436,59,96.90661785927395,2020-07-17 11:19:06.912144440,2020-07-17 11:19:08.236417037,,,,,,,,
9093.json,1.1346743354554203,0.009866733351786264,98,97.96560916630911,2020-07-17 11:19:11.907685586,2020-07-17 11:19:13.042359921,,,,,,,,
9094.json,1.2168120788083296,0.009892781128523005,62,99.41324794171977,2020-07-17 11:19:14.292844187,2020-07-17 11:19:15.509656266,,,,,,,,
9097.json,1.5413744641609384,0.009880605539493196,61,98.75460890805657,2020-07-17 11:19:03.190613056,2020-07-17 11:19:04.731987521,,,,,,,,
9099.json,1.0017740423946826,0.009821314141124339,60,99.46814619029253,2020-07-17 11:19:17.622032931,2020-07-17 11:19:18.623806973,,,,,,,,
9107.json,1.3542474053928828,0.009885017557612284,13,100,2020-07-17 09:06:40.866980838,2020-07-17 09:06:42.221228244,,,,,,,,
9130.json,1.247388493801779,0.0098999086809665,32,99.51937305058077,2020-07-17 08:38:34.220781319,2020-07-17 08:38:35.468169813,,,,,,,,
9135.json,1.197263226497114,0.009894737409067057,73,99.2748713357018,2020-07-17 11:17:43.540301227,2020-07-17 11:17:44.737564454,,,,,,,,
9138.json,1.108809770485859,0.009900087236480884,39,99.85576958173169,2020-07-17 06:52:16.283939406,2020-07-17 06:52:17.392749177,,,,,,,,
9148.json,1.0798854306230936,0.009907205785532969,26,100,2020-07-17 09:22:28.104292266,2020-07-17 09:22:29.184177697,,,,,,,,
9155.json,1.1821677253609337,0.009851397711341114,103,97.69638113202797,2020-07-17 08:59:48.517181882,2020-07-17 08:59:49.699349607,,,,,,,,
9162.json,1.2646592546573467,0.009880150427010521,88,97.00767303353554,2020-07-17 08:59:03.188172059,2020-07-17 08:59:04.452831314,,,,,,,,
9163.json,1.048716709378951,0.009893553862065575,1,99.7099986692216,2020-07-17 08:59:25.493535183,2020-07-17 08:59:26.542251892,,,,,,,,
9170.json,1.1512673874641415,0.009839892200548218,47,100,2020-07-17 08:59:19.115211621,2020-07-17 08:59:20.266479008,,,,,,,,
9181.json,1.0092070222093785,0.009894186492248809,79,98.58523486550489,2020-07-17 08:19:01.330229522,2020-07-17 08:19:02.339436544,,,,,,,,
9185.json,1.0143183530380568,0.009847751000369484,93,98.47097491240623,2020-07-17 08:19:37.705615382,2020-07-17 08:19:38.719933735,,,,,,,,
9189.json,1.0106957874914926,0.009812580461082453,91,98.64604383953868,2020-07-17 08:19:38.643859859,2020-07-17 08:19:39.654555646,,,,,,,,
9191.json,1.1861241139764562,0.009884367616470468,81,97.60420146297918,2020-07-17 08:19:11.324207842,2020-07-17 08:19:12.510331956,,,,,,,,
9194.json,1.124822230415873,0.009866861670314676,78,99.0885656775391,2020-07-17 08:18:55.811586248,2020-07-17 08:18:56.936408479,,,,,,,,
9211.json,1.1848202932818879,0.009873502444015731,106,98.42061488513815,2020-07-17 09:21:58.140526153,2020-07-17 09:21:59.325346446,,,,,,,,
9224.json,1.0741814821144313,0.009854875982701204,29,99.0633020661526,2020-07-17 08:58:13.336513210,2020-07-17 08:58:14.410694692,,,,,,,,
9261.json,1.4949979721886741,0.00990064882244155,57,96.71356961376117,2020-07-17 09:00:28.398021698,2020-07-17 09:00:29.893019670,,,,,,,,
9266.json,1.3398002058862133,0.009924445969527506,87,97.31650731831945,2020-07-17 09:00:05.757139950,2020-07-17 09:00:07.096940155,,,,,,,,
9290.json,1.1501666653339906,0.009830484319093937,16,97.64049210441402,2020-07-17 09:07:03.821119168,2020-07-17 09:07:04.971285834,,,,,,,,
