,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
9077.json,1.1221783066038853,0.0098436693561744,89,98.64177572638334,2020-07-17 08:11:34.654769862,2020-07-17 08:11:35.776948169,11.327036333755707,13.809866918644436,-59.133156,-56.65033,DUR,Present,Attraction,12.0
9091.json,1.3242725973743843,0.0098826313236894,61,96.90661785927396,2020-07-17 11:19:06.912144440,2020-07-17 11:19:08.236417037,19.0688444583002,22.792846108625035,-60.604813,-56.943745,DUR+AFT,Absent,Travelling,3.0
9093.json,1.1346743354554203,0.0098667333517862,98,97.96560916630912,2020-07-17 11:19:11.907685586,2020-07-17 11:19:13.042359921,26.22647532216319,27.65437068805828,-53.999405,-52.57151,DUR+AFT,Absent,Travelling,3.0
9094.json,1.2168120788083296,0.009892781128523,62,99.41324794171976,2020-07-17 11:19:14.292844187,2020-07-17 11:19:15.509656266,18.02840892318028,21.871716742422063,-68.21077,-64.37521,DUR+AFT,Absent,Travelling,3.0
9097.json,1.5413744641609384,0.0098806055394931,61,98.75460890805655,2020-07-17 11:19:03.190613056,2020-07-17 11:19:04.731987521,26.62082976901654,29.08769939855202,-58.02325,-55.556377,DUR+AFT,Absent,Travelling,3.0
9099.json,1.0017740423946826,0.0098213141411243,60,99.46814619029252,2020-07-17 11:19:17.622032931,2020-07-17 11:19:18.623806973,24.61731759328691,27.4865172552684,-56.73186,-53.86266,DUR+AFT,Absent,Travelling,3.0
9107.json,1.3542474053928828,0.0098850175576122,13,100.0,2020-07-17 09:06:40.866980838,2020-07-17 09:06:42.221228244,21.99014596378102,25.262683307423316,-52.410744,-49.11702,AFT,Present,Attraction,4.0
9130.json,1.247388493801779,0.0098999086809665,32,99.51937305058075,2020-07-17 08:38:34.220781319,2020-07-17 08:38:35.468169813,27.78005326629444,31.86401341675193,-42.927647,-38.834064,BEF+DUR,Present,Travelling,25.0
9135.json,1.197263226497114,0.009894737409067,73,99.2748713357018,2020-07-17 11:17:43.540301227,2020-07-17 11:17:44.737564454,18.600816436161267,23.20853434177424,-54.56872,-49.961,BEF+DUR,Absent,Travelling,5.0
9138.json,1.108809770485859,0.0099000872364808,39,99.85576958173168,2020-07-17 06:52:16.283939406,2020-07-17 06:52:17.392749177,16.95234537467682,18.57197922082256,-57.692566,-56.072933,DUR,Present,Travelling,8.0
9148.json,1.0798854306230936,0.0099072057855329,26,100.0,2020-07-17 09:22:28.104292266,2020-07-17 09:22:29.184177697,23.31247568130493,25.24972929674036,-50.42856,-48.527576,AFT,Present,Milling,10.0
9155.json,1.1821677253609335,0.0098513977113411,103,97.69638113202797,2020-07-17 08:59:48.517181882,2020-07-17 08:59:49.699349607,31.699322335672058,35.286084411928314,-42.122654,-38.546307,DUR,Present,Travelling,4.0
9162.json,1.2646592546573467,0.0098801504270105,88,97.00767303353554,2020-07-17 08:59:03.188172059,2020-07-17 08:59:04.452831314,19.03841913571148,21.03989859047176,-55.706596,-53.674168,DUR,Present,Travelling,4.0
9163.json,1.048716709378951,0.0098935538620655,1,99.7099986692216,2020-07-17 08:59:25.493535183,2020-07-17 08:59:26.542251892,15.980740315986402,16.882028059525922,-53.369007,-52.463097,DUR,Present,Travelling,4.0
9170.json,1.1512673874641417,0.0098398922005482,47,100.0,2020-07-17 08:59:19.115211621,2020-07-17 08:59:20.266479008,13.863586609939048,17.207411667396283,-57.24107,-53.913933,DUR,Present,Travelling,4.0
9181.json,1.0092070222093783,0.0098941864922488,81,98.58523486550487,2020-07-17 08:19:01.330229522,2020-07-17 08:19:02.339436544,17.645535596712367,19.644192823274867,-50.730633,-48.74534,BEF+DUR,Present,Attraction,7.0
9185.json,1.0143183530380568,0.0098477510003694,92,98.47097491240623,2020-07-17 08:19:37.705615382,2020-07-17 08:19:38.719933735,10.743144094944,12.889776676893234,-55.872284,-53.751938,BEF+DUR,Present,Attraction,7.0
9189.json,1.0106957874914926,0.0098125804610824,92,98.64604383953868,2020-07-17 08:19:38.643859859,2020-07-17 08:19:39.654555646,7.729339058943621,12.052139822892316,-59.906277,-55.560505,BEF+DUR,Present,Attraction,7.0
9191.json,1.1861241139764562,0.0098843676164704,81,97.60420146297918,2020-07-17 08:19:11.324207842,2020-07-17 08:19:12.510331956,18.301490783691406,20.32412484188208,-51.029514,-48.94013,BEF+DUR,Present,Attraction,7.0
9194.json,1.124822230415873,0.0098668616703146,78,99.0885656775391,2020-07-17 08:18:55.811586248,2020-07-17 08:18:56.936408479,18.151678112191213,20.51526429619588,-53.38616,-51.05383,AFT,Present,Attraction,7.0
9211.json,1.184820293281888,0.0098735024440157,106,98.42061488513816,2020-07-17 09:21:58.140526153,2020-07-17 09:21:59.325346446,13.310304065678745,16.591779286429386,-49.929287,-46.595734,DUR+AFT,Present,Milling,10.0
9224.json,1.074181482114431,0.0098548759827012,29,99.0633020661526,2020-07-17 08:58:13.336513210,2020-07-17 08:58:14.410694692,10.11608892328599,11.675533182480756,-52.43031,-50.805153,DUR,Present,Travelling,4.0
9261.json,1.494997972188674,0.0099006488224415,57,96.71356961376117,2020-07-17 09:00:28.398021698,2020-07-17 09:00:29.893019670,15.87073565543966,18.695911650962017,-62.956013,-60.13083,DUR,Present,Attraction,5.0
9266.json,1.3398002058862133,0.0099244459695275,87,97.31650731831944,2020-07-17 09:00:05.757139950,2020-07-17 09:00:07.096940155,30.10709411757333,36.619623990285966,-37.7579,-31.265585,DUR,Present,Attraction,5.0
9290.json,1.1501666653339906,0.0098304843190939,16,97.64049210441402,2020-07-17 09:07:03.821119168,2020-07-17 09:07:04.971285834,14.041724840799969,16.43819835450914,-60.204727,-57.94371,AFT,Present,Attraction,4.0
9301.json,1.3387099332985244,0.0099163698762853,43,98.47322397723126,2020-07-17 09:19:58.013180333,2020-07-17 09:19:59.351890267,16.907677945636568,22.5808208329337,-50.609776,-44.93089,DUR,Present,Milling,10.0
9307.json,1.153649636058625,0.0098602532996463,45,100.0,2020-07-17 09:19:06.337315939,2020-07-17 09:19:07.490965575,20.3835529985099,22.50337834851495,-38.111725,-35.93095,DUR,Present,Milling,10.0
9330.json,1.7016408361152635,0.0098932606750887,6,99.49564632260493,2020-07-17 09:04:18.981789608,2020-07-17 09:04:20.683430445,22.851860385074797,26.735725545437536,-49.220802,-45.219982,AFT,Present,Attraction,4.0
9336.json,1.6979146430550234,0.0099293253979825,6,99.16516661323102,2020-07-17 09:04:08.166677250,2020-07-17 09:04:09.864591893,17.682561166969265,20.150229368970987,-53.38953,-50.921436,AFT,Present,Attraction,4.0
9337.json,1.5711065908590989,0.0098811735274157,6,98.97916406140196,2020-07-17 09:04:30.515044414,2020-07-17 09:04:32.086151005,22.201101448330174,28.106237033902087,-50.029793,-44.09778,AFT,Present,Attraction,4.0
9340.json,1.7359369098454565,0.0099196394848311,6,98.09916652409672,2020-07-17 09:04:49.793884744,2020-07-17 09:04:51.529821654,21.973279200562644,25.79180664972428,-52.185772,-48.36725,AFT,Present,Attraction,4.0
9373.json,1.236728089271269,0.0098938247141701,84,99.00636689599688,2020-07-17 09:18:00.908217021,2020-07-17 09:18:02.144945110,23.00083199777911,29.56906935168851,-48.222412,-41.639874,BEF+DUR,Present,Milling,10.0
9375.json,1.1630007774053297,0.0098559387915705,49,100.0,2020-07-17 09:18:19.755420932,2020-07-17 09:18:20.918421709,17.636258033856954,24.70949068461379,-42.986248,-35.73721,BEF+DUR,Present,Milling,10.0
9376.json,1.1546979378208206,0.0098692131437676,41,100.0,2020-07-17 09:18:57.698985673,2020-07-17 09:18:58.853683611,15.290879706813865,15.751112167149374,-54.630665,-54.177685,BEF+DUR,Present,Milling,10.0
9381.json,1.2824234495679576,0.0098647957659073,19,99.58072093121886,2020-07-17 09:18:10.559171851,2020-07-17 09:18:11.841595300,18.510546465097747,27.348928344916114,-42.12423,-33.265057,BEF+DUR,Present,Milling,10.0
9382.json,1.3170286937346138,0.0099024713814632,19,99.5343763642509,2020-07-17 09:18:01.913876429,2020-07-17 09:18:03.230905122,29.29344061196569,36.0439089464854,-39.480415,-32.6943,BEF+DUR,Present,Milling,10.0
9392.json,1.1232543314242616,0.0098531081703882,35,99.49717796099551,2020-07-17 09:18:11.929569166,2020-07-17 09:18:13.052823497,16.927362952433842,23.44971619189625,-41.863083,-35.378227,BEF+DUR,Present,Milling,10.0
9393.json,1.7146402937598424,0.0099112155708661,53,100.0,2020-07-17 09:18:41.115774736,2020-07-17 09:18:42.830415029,19.12396999641701,24.593794840353507,-51.74986,-46.273903,BEF+DUR,Present,Milling,10.0
9407.json,1.6413025470938931,0.0098873647415294,9,99.0060682113306,2020-07-17 08:43:48.682414672,2020-07-17 08:43:50.323717219,27.51960300704808,32.06509927175578,-43.33994,-38.79629,DUR,Present,Travelling,20.0
9408.json,1.1948829302373127,0.0098750655391513,8,97.79120615192784,2020-07-17 08:43:29.074851732,2020-07-17 08:43:30.269734662,20.925241165161133,23.496292673746744,-55.48351,-52.912457,DUR,Present,Travelling,20.0
9409.json,1.4135451153238137,0.0098849308763903,9,99.31428786375156,2020-07-17 08:43:43.722972802,2020-07-17 08:43:45.136517917,26.51046830080868,30.4778394270479,-45.45519,-41.48782,DUR,Present,Travelling,20.0
9410.json,1.60987827066667,0.0099375201893004,9,99.15237429131174,2020-07-17 08:43:03.009213778,2020-07-17 08:43:04.619092049,33.830626128923775,39.181148009725135,-37.016174,-31.61756,DUR,Present,Travelling,20.0
9411.json,1.0949624064544032,0.0098645261842739,8,97.76045729472372,2020-07-17 08:43:27.091706892,2020-07-17 08:43:28.186669298,19.438743978306867,20.524778918943543,-53.97484,-52.90929,DUR,Present,Travelling,20.0
9413.json,1.020124211465518,0.0098088866487069,94,98.46279047912785,2020-07-17 08:43:16.944887173,2020-07-17 08:43:17.965011384,36.29845041082811,38.36330401989841,-37.51701,-35.452156,DUR,Present,Travelling,20.0
9414.json,1.2815457295356083,0.0098580440733508,9,99.40148123077012,2020-07-17 08:43:52.955286671,2020-07-17 08:43:54.236832400,25.1896011211254,29.656232986921147,-41.49636,-37.029724,DUR,Present,Travelling,20.0
9415.json,1.5589168195425245,0.0099294064939014,9,99.3798694142271,2020-07-17 08:43:58.169603936,2020-07-17 08:43:59.728520755,27.71391508530597,33.79601233346121,-47.91956,-41.812653,DUR,Present,Travelling,20.0
9417.json,1.1032891167696448,0.0098507956854432,8,97.36904350949972,2020-07-17 08:43:27.449755435,2020-07-17 08:43:28.553044552,26.359738192112324,28.45546412296432,-48.204346,-46.092007,DUR,Present,Travelling,20.0
9420.json,1.011835498458236,0.0098236456160993,8,99.00876517664756,2020-07-17 08:43:30.125338585,2020-07-17 08:43:31.137174084,36.48896311223507,39.64048399031162,-38.9245,-35.77298,DUR,Present,Travelling,20.0
9422.json,1.0084317905441509,0.0098865861818054,36,100.0,2020-07-17 08:43:46.757260600,2020-07-17 08:43:47.765692390,21.55928322672844,24.091823428869247,-55.56802,-53.028893,DUR,Present,Travelling,20.0
9423.json,1.015241820580421,0.0098567167046642,8,98.53959541492888,2020-07-17 08:43:26.549082936,2020-07-17 08:43:27.564324757,27.82745948433876,30.253400027751923,-46.823036,-44.285828,DUR,Present,Travelling,20.0
9428.json,1.5805304604315538,0.0098783153776972,9,98.960189908324,2020-07-17 08:43:50.994045931,2020-07-17 08:43:52.574576391,24.509099893234485,30.900184477992998,-48.04324,-41.638245,DUR,Present,Travelling,20.0
9429.json,1.465960614767475,0.0099051392889694,9,99.01407956648328,2020-07-17 08:43:49.025003630,2020-07-17 08:43:50.490964245,18.841149413067363,23.382228415945303,-51.49501,-46.9772,DUR,Present,Travelling,20.0
9431.json,1.3945539386709598,0.0098904534657514,9,99.24618646544282,2020-07-17 08:43:40.237496781,2020-07-17 08:43:41.632050720,26.823704394427214,31.79322508248416,-46.174026,-41.200157,DUR,Present,Travelling,20.0
9433.json,1.358954630179838,0.0099193768626265,5,100.0,2020-07-17 08:43:43.497641863,2020-07-17 08:43:44.856596494,28.152254294233718,28.619692016066168,-43.22355,-42.756115,DUR,Present,Travelling,20.0
9437.json,1.031241549467623,0.0098213480901678,19,99.15466900430468,2020-07-17 08:43:44.743159777,2020-07-17 08:43:45.774401327,13.615855759840745,18.695610985389123,-58.658436,-53.497063,DUR,Present,Travelling,20.0
9439.json,1.2588367163973118,0.0099121001291126,55,100.0,2020-07-17 08:43:44.408830325,2020-07-17 08:43:45.667667041,19.093562500386295,23.06088078172901,-50.881973,-47.034542,DUR,Present,Travelling,20.0
9442.json,1.418287098840075,0.0099180916002802,9,99.57286621918756,2020-07-17 08:43:49.930800433,2020-07-17 08:43:51.349087532,24.103360658281304,29.221452734443577,-49.101616,-43.98109,DUR,Present,Travelling,20.0
9444.json,1.5268701977610064,0.0099147415439026,9,98.97646561063908,2020-07-17 08:43:51.906249952,2020-07-17 08:43:53.433120150,23.277569502592087,28.07433490951856,-45.330578,-40.510357,DUR,Present,Travelling,20.0
9445.json,1.55799345119258,0.0099235251668317,9,99.14542830199552,2020-07-17 08:43:52.415206685,2020-07-17 08:43:53.973200136,20.515629865685288,25.912628212753607,-46.416607,-41.001835,DUR,Present,Travelling,20.0
9446.json,1.5689781288743134,0.0099302413219893,9,98.18771662924895,2020-07-17 08:43:53.268349985,2020-07-17 08:43:54.837328114,18.85458506959857,23.109047032365897,-51.321823,-47.115677,DUR,Present,Travelling,20.0
9447.json,1.5470087735108464,0.0099167229071208,9,98.77833649829634,2020-07-17 08:43:53.387350660,2020-07-17 08:43:54.934359433,21.973919462546323,26.37169363559821,-49.800953,-45.373398,DUR,Present,Travelling,20.0
9455.json,1.098485756124826,0.0098962680731966,84,97.66485791871732,2020-07-17 08:15:06.546355082,2020-07-17 08:15:07.644840838,21.879547640574064,25.93860041666374,-51.83498,-47.75611,AFT,Present,Attraction,7.0
9458.json,1.4602994348300695,0.0098668880731761,51,100.0,2020-07-17 08:15:35.946887385,2020-07-17 08:15:37.407186820,23.16442197302113,23.407403220301088,-48.42406,-48.165974,AFT,Present,Attraction,7.0
9468.json,1.0647846083721433,0.0098591167441865,20,100.0,2020-07-17 09:20:26.754642382,2020-07-17 09:20:27.819426990,10.557465709857087,11.810326078044834,-63.428207,-62.22702,DUR,Present,Milling,10.0
9470.json,1.137378997526259,0.0098902521524022,43,98.31029626750572,2020-07-17 09:20:02.660685811,2020-07-17 09:20:03.798064809,16.409788571871243,20.64178845598981,-59.637646,-55.408306,DUR,Present,Milling,10.0
9503.json,1.1813235711086063,0.0098443630925717,25,98.4462174914602,2020-07-17 09:01:39.590323639,2020-07-17 09:01:40.771647210,11.849847422350171,15.877366469210424,-52.948647,-48.921127,DUR,Present,Attraction,4.0
9504.json,1.1218887532277648,0.0098411294142786,86,96.50170766407469,2020-07-17 09:01:41.006797195,2020-07-17 09:01:42.128685948,16.58059853357626,17.946996255969324,-41.767365,-40.39594,DUR,Present,Attraction,4.0
9508.json,1.7082129811979172,0.0099314708209181,25,100.0,2020-07-17 09:01:20.474373728,2020-07-17 09:01:22.182586709,12.625262786294812,14.765743932991384,-56.853455,-54.700405,DUR,Present,Attraction,4.0
9509.json,1.0643830595052677,0.0098553986991228,15,99.44040766488854,2020-07-17 09:01:49.846110151,2020-07-17 09:01:50.910493211,16.052389628851593,20.0738082430256,-55.409348,-51.40217,DUR,Present,Attraction,4.0
9514.json,1.0636681145880544,0.0098487788387782,18,100.0,2020-07-17 09:01:41.694929456,2020-07-17 09:01:42.758597570,11.839501025071783,15.620443315648322,-55.482,-51.737064,DUR,Present,Attraction,4.0
9516.json,1.0159825164294958,0.0098639079264999,33,100.0,2020-07-17 09:01:55.643173513,2020-07-17 09:01:56.659156029,17.456823468208313,21.253459960222244,-52.17688,-48.386444,DUR,Present,Attraction,4.0
9520.json,1.4422749658746064,0.0098785956566753,44,100.0,2020-07-17 09:01:23.316891081,2020-07-17 09:01:24.759166047,14.35343819296821,18.408762283746707,-55.645847,-51.57655,DUR,Present,Attraction,4.0
9528.json,1.7053773524301858,0.0099149846071522,68,98.9103093524065,2020-07-17 08:17:07.381484069,2020-07-17 08:17:09.086861421,25.62575069320536,27.450499311785837,-49.460365,-47.61625,AFT,Present,Attraction,7.0
9531.json,1.375678645146163,0.0098969686701162,68,97.32937168724392,2020-07-17 08:17:13.534195441,2020-07-17 08:17:14.909874086,18.778140602773323,19.74441221821515,-57.249226,-56.116634,AFT,Present,Attraction,7.0
9534.json,1.7917610985201975,0.0098992325885093,68,99.00405195412718,2020-07-17 08:17:12.502333021,2020-07-17 08:17:14.294094121,28.7742780219184,30.97892254299588,-45.84941,-43.636253,AFT,Present,Attraction,7.0
9535.json,2.029845819635402,0.0099502246060558,68,98.51837274987383,2020-07-17 08:17:02.102017049,2020-07-17 08:17:04.131862868,25.184499538646023,29.187812042236327,-45.60383,-41.586494,AFT,Present,Attraction,7.0
9536.json,1.3046622209918937,0.009883804704484,68,97.90906386851948,2020-07-17 08:17:26.067688132,2020-07-17 08:17:27.372350353,16.24942288747648,19.02268023607208,-59.882603,-57.0837,AFT,Present,Attraction,7.0
9538.json,2.3078247052800536,0.0099475202813795,68,99.25857390777372,2020-07-17 08:17:01.598055328,2020-07-17 08:17:03.905880033,26.870400438671705,28.72840528917148,-43.781845,-41.829353,AFT,Present,Attraction,7.0
