,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
1.json,1.1216696611008672,0.00983920755351638,36,100,2020-07-11 08:54:32.633429535,2020-07-11 08:54:33.755099196,,,,,,,,
1103.json,1.1596821104124828,0.0099118129095084,47,100,2020-07-11 09:33:56.544460739,2020-07-11 09:33:57.704142849,,,,,,,,
1114.json,1.1640597431329205,0.009864913077397631,2,99.58403353713939,2020-07-11 08:55:10.650365000,2020-07-11 08:55:11.814424743,,,,,,,,
112.json,1.9107546020322221,0.009900282912084052,40,100,2020-07-11 09:04:12.757646008,2020-07-11 09:04:14.668400610,,,,,,,,
1141.json,1.2318357552326376,0.009854686041861101,61,98.27386622308995,2020-07-11 11:51:54.928676177,2020-07-11 11:51:56.160511932,,,,,,,,
1148.json,1.2802041300803353,0.00984772407754104,7,99.60420936543633,2020-07-11 11:51:53.304775580,2020-07-11 11:51:54.584979710,,,,,,,,
1156.json,1.2494054127929957,0.009915915974547584,17,99.29319704761316,2020-07-11 11:51:50.090707449,2020-07-11 11:51:51.340112862,,,,,,,,
1165.json,1.2798293560858554,0.009921157799115158,71,97.22586870280286,2020-07-11 11:51:34.371417144,2020-07-11 11:51:35.651246500,,,,,,,,
1195.json,1.1763606138910419,0.009885383310008756,50,98.75152335287494,2020-07-11 09:01:58.228596538,2020-07-11 09:01:59.404957152,,,,,,,,
1214.json,1.2095317690191436,0.009914194828025767,48,100,2020-07-11 11:57:44.083748254,2020-07-11 11:57:45.293280023,,,,,,,,
1215.json,1.0322503152653226,0.009830955383479263,22,99.07406645270457,2020-07-11 11:57:47.281585959,2020-07-11 11:57:48.313836275,,,,,,,,
1222.json,1.0238634848686843,0.009844841200660426,49,100,2020-07-11 11:57:32.795627250,2020-07-11 11:57:33.819490735,,,,,,,,
1224.json,1.1012586928875194,0.009832666900781424,73,99.23361683301654,2020-07-11 11:57:47.307464101,2020-07-11 11:57:48.408722794,,,,,,,,
1227.json,1.0178735699273673,0.00988226766919774,29,100,2020-07-11 11:57:58.374682662,2020-07-11 11:57:59.392556232,,,,,,,,
1231.json,1.3395732464168262,0.009922764788272786,22,99.23892954713405,2020-07-11 11:57:58.648180243,2020-07-11 11:57:59.987753489,,,,,,,,
1239.json,1.040906052309257,0.009819868418011858,25,99.42111571168084,2020-07-11 11:57:28.450891587,2020-07-11 11:57:29.491797639,,,,,,,,
1247.json,1.2910317313485464,0.009855204056095775,27,100,2020-07-11 11:57:47.735891112,2020-07-11 11:57:49.026922843,,,,,,,,
1259.json,1.0782534932491337,0.009892233883019574,45,100,2020-07-11 11:57:00.011685336,2020-07-11 11:57:01.089938829,,,,,,,,
1263.json,1.1022165658529204,0.009841219337972504,34,99.35606460558446,2020-07-11 11:57:43.444328502,2020-07-11 11:57:44.546545067,,,,,,,,
127.json,1.0795836827713856,0.009904437456618216,24,99.41313010992292,2020-07-11 11:41:38.614066938,2020-07-11 11:41:39.693650620,,,,,,,,
1270.json,1.1357628816986178,0.009876198971292329,9,98.70282116596537,2020-07-11 11:57:49.216695882,2020-07-11 11:57:50.352458764,,,,,,,,
1274.json,1.1213861363606625,0.009836720494391776,9,99.19236769467501,2020-07-11 11:57:56.172165276,2020-07-11 11:57:57.293551413,,,,,,,,
1283.json,1.069629853144015,0.009903980121703841,38,100,2020-07-11 11:57:51.125927663,2020-07-11 11:57:52.195557516,,,,,,,,
1294.json,1.127849620050661,0.00989341771974264,13,98.65254498149481,2020-07-11 11:57:31.331822424,2020-07-11 11:57:32.459672044,,,,,,,,
1300.json,1.1301899995339966,0.009827739126382578,62,98.41417479388677,2020-07-11 11:57:55.280629249,2020-07-11 11:57:56.410819249,,,,,,,,
1308.json,1.2220233537263567,0.009855027046180296,52,98.33706304575401,2020-07-11 11:57:50.565234595,2020-07-11 11:57:51.787257948,,,,,,,,
1320.json,1.1883976672907117,0.009903313894089265,66,98.57777274542505,2020-07-11 11:57:09.063797324,2020-07-11 11:57:10.252194990,,,,,,,,
1325.json,1.150742883241513,0.009835409258474469,22,99.44755305142672,2020-07-11 11:57:29.436075190,2020-07-11 11:57:30.586818073,,,,,,,,
1338.json,1.1537813707422444,0.0098613792371132,17,98.24730350460297,2020-07-11 11:50:34.297491793,2020-07-11 11:50:35.451273164,,,,,,,,
1340.json,1.1130321499842815,0.009849842035259128,17,99.47693836992461,2020-07-11 11:50:26.352710834,2020-07-11 11:50:27.465742984,,,,,,,,
1342.json,1.0988124975601998,0.00989921168973153,41,100,2020-07-11 11:50:03.528191128,2020-07-11 11:50:04.627003625,,,,,,,,
1347.json,1.0010053032719881,0.009813777483058707,25,99.35258002515464,2020-07-11 11:50:50.905107262,2020-07-11 11:50:51.906112566,,,,,,,,
135.json,1.020782647620166,0.00981521776557852,51,98.59431270324737,2020-07-11 11:41:25.982520661,2020-07-11 11:41:27.003303308,,,,,,,,
1351.json,1.933990479012742,0.009917899892373036,15,100,2020-07-11 11:50:49.231461656,2020-07-11 11:50:51.165452135,,,,,,,,
1354.json,1.1176191826762363,0.009890435244922445,1,99.47163845234611,2020-07-11 11:50:13.438208239,2020-07-11 11:50:14.555827422,,,,,,,,
1361.json,1.4958005599253426,0.009905963973015514,44,100,2020-07-11 11:50:16.669777363,2020-07-11 11:50:18.165577923,,,,,,,,
1362.json,1.688350497383091,0.009931473514018182,35,100,2020-07-11 11:50:31.702447858,2020-07-11 11:50:33.390798356,,,,,,,,
