,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,activation_state,fishing_net,behaviour,group_size,category_remap
1103.json,1.15968211041248,0.009911812909508,1,100,2020-07-11 09:33:56.544460739,2020-07-11 09:33:57.704142849,9.51244505790815,11.0632054315854,-61.410984,-59.847702,DUR,Present,Travelling,8,110
1156.json,1.249405412793,0.009915915974548,2,99.2931970476132,2020-07-11 11:51:50.090707449,2020-07-11 11:51:51.340112862,19.132881371079,23.7714299122999,-46.606915,-41.938362,DUR,Present,Foraging,8,69
1215.json,1.03225031526532,0.009830955383479,3,99.0740664527046,2020-07-11 11:57:47.281585959,2020-07-11 11:57:48.313836275,19.8769523620605,23.1981495197003,-40.506046,-37.05282,DUR,Present,Travelling,6,8
1224.json,1.10125869288752,0.009832666900781,4,99.2336168330165,2020-07-11 11:57:47.307464101,2020-07-11 11:57:48.408722794,16.9096963731505,19.189530695085,-43.62824,-41.469475,DUR,Present,Travelling,6,121
1231.json,1.33957324641683,0.009922764788273,3,99.238929547134,2020-07-11 11:57:58.648180243,2020-07-11 11:57:59.987753489,8.72626008306231,17.178751150767,-55.104595,-46.656685,DUR,Present,Travelling,6,8
1239.json,1.04090605230926,0.009819868418012,5,99.4211157116808,2020-07-11 11:57:28.450891587,2020-07-11 11:57:29.491797639,12.4605001784463,15.1014556011171,-55.7816,-53.137764,DUR,Present,Travelling,6,68
1263.json,1.10221656585292,0.009841219337973,6,99.3560646055845,2020-07-11 11:57:43.444328502,2020-07-11 11:57:44.546545067,16.1673031264929,22.5770377975574,-50.003536,-43.578194,DUR,Present,Travelling,6,49
127.json,1.07958368277139,0.009904437456618,7,99.4131301099229,2020-07-11 11:41:38.614066938,2020-07-11 11:41:39.693650620,6.57817150564755,19.6547935149249,-59.88205,-46.7961,DUR,Present,Foraging,12,133
1270.json,1.13576288169862,0.009876198971292,8,98.7028211659654,2020-07-11 11:57:49.216695882,2020-07-11 11:57:50.352458764,22.3104981108979,25.5684833126468,-41.505833,-38.214367,DUR,Present,Travelling,6,67
1274.json,1.12138613636066,0.009836720494392,8,99.192367694675,2020-07-11 11:57:56.172165276,2020-07-11 11:57:57.293551413,26.9128227771168,30.8597408885687,-37.69248,-33.769306,DUR,Present,Travelling,6,67
1294.json,1.12784962005066,0.009893417719743,9,98.6525449814948,2020-07-11 11:57:31.331822424,2020-07-11 11:57:32.459672044,22.2794042506688,33.0166300652732,-43.07668,-32.18375,DUR,Present,Travelling,6,66
1325.json,1.15074288324151,0.009835409258474,3,99.4475530514267,2020-07-11 11:57:29.436075190,2020-07-11 11:57:30.586818073,14.209938312399,23.956797343287,-52.550133,-42.784782,DUR,Present,Travelling,6,8
1338.json,1.15378137074224,0.009861379237113,2,98.247303504603,2020-07-11 11:50:34.297491793,2020-07-11 11:50:35.451273164,20.7256373701424,27.2042464552255,-42.707027,-36.1709,DUR,Present,Foraging,8,69
1340.json,1.11303214998428,0.009849842035259,2,99.4769383699246,2020-07-11 11:50:26.352710834,2020-07-11 11:50:27.465742984,23.5220271383013,31.2091838564192,-39.56899,-31.856201,DUR,Present,Foraging,8,69
1347.json,1.00100530327199,0.009813777483059,5,99.3525800251546,2020-07-11 11:50:50.905107262,2020-07-11 11:50:51.906112566,12.8432214222257,16.7046379815965,-48.756573,-44.910862,DUR,Present,Foraging,8,68
1354.json,1.11761918267624,0.009890435244922,10,99.4716384523461,2020-07-11 11:50:13.438208239,2020-07-11 11:50:14.555827422,8.01238172274109,11.5175940060446,-56.593464,-53.057217,DUR,Present,Foraging,8,132
1361.json,1.49580055992534,0.009905963973016,10,100,2020-07-11 11:50:16.669777363,2020-07-11 11:50:18.165577923,6.62173963100352,12.2629659125145,-58.77776,-53.10816,DUR,Present,Foraging,8,132
163.json,1.08299368811312,0.009845397164665,7,99.5454947672593,2020-07-11 11:41:19.308668100,2020-07-11 11:41:20.391661788,12.6699823772206,18.9932777040145,-49.68206,-43.328106,DUR,Present,Foraging,12,133
193.json,1.29309301662561,0.009870939058211,11,97.8691563140949,2020-07-11 11:44:06.999066791,2020-07-11 11:44:08.292159808,17.8685025408224,26.4120959065443,-50.10058,-41.56755,DUR,Present,Travelling,35,131
221.json,1.29582722303693,0.009891810862877,11,97.5054710072756,2020-07-11 11:44:37.794960672,2020-07-11 11:44:39.090787895,15.1342339076879,22.3881279412954,-53.130474,-45.863102,DUR,Present,Travelling,35,131
25.json,1.08352914346275,0.00985026494057,12,98.2761024592527,2020-07-11 09:36:28.709227646,2020-07-11 09:36:29.792756790,15.8751181442372,19.8450184007631,-55.35606,-51.41957,DUR,Present,Travelling,8,130
329.json,1.05307451680255,0.009841817914043,13,99.5220250160098,2020-07-11 09:38:01.455983647,2020-07-11 09:38:02.509058162,27.9494092840897,33.9264151781125,-46.2411,-40.284355,DUR,Present,Attraction,5,129
426.json,1.19876859265596,0.009907178451702,3,99.4293223105591,2020-07-11 11:58:07.555455106,2020-07-11 11:58:08.754223699,21.5996668497721,31.6895765304565,-41.65885,-31.559593,DUR,Present,Travelling,6,8
437.json,1.11185175309959,0.009839396045129,3,99.1792475987898,2020-07-11 11:58:21.221170511,2020-07-11 11:58:22.333022264,16.5226260593959,25.8799758911133,-48.043026,-38.60194,DUR,Present,Travelling,6,8
455.json,1.26202020181619,0.009859532826689,3,98.9392918674193,2020-07-11 11:58:04.597689383,2020-07-11 11:58:05.859709585,25.4199698586134,30.7767019811666,-37.907413,-32.67303,DUR,Present,Travelling,6,8
464.json,1.24783362218371,0.009903441445902,3,99.3965112809211,2020-07-11 11:58:22.916944407,2020-07-11 11:58:24.164778030,20.2980014533754,26.4452502256746,-43.66145,-37.554855,DUR,Present,Travelling,6,8
559.json,1.17855436545021,0.009903818197061,12,99.2179238829919,2020-07-11 11:43:31.162448923,2020-07-11 11:43:32.341003289,9.56557565122037,12.3259198987806,-59.90795,-57.16227,DUR,Present,Travelling,35,130
566.json,1.03986135181976,0.009903441445902,9,99.0488291833743,2020-07-11 11:43:26.500466604,2020-07-11 11:43:27.540327956,11.6042089389481,17.1039970048511,-53.499557,-47.987045,DUR,Present,Travelling,35,66
573.json,1.03186241834422,0.009827261127088,9,99.6028731766059,2020-07-11 11:43:29.604052793,2020-07-11 11:43:30.635915211,15.3948291778564,21.4737917680007,-50.343884,-44.267387,DUR,Present,Travelling,35,66
575.json,1.27982935608586,0.009921157799115,4,98.8959844217598,2020-07-11 11:43:47.113718171,2020-07-11 11:43:48.393547527,7.86402921498932,11.6484170996625,-65.52487,-61.7305,DUR,Present,Travelling,35,121
642.json,1.02527457039012,0.009858409330674,13,99.0741935241777,2020-07-11 09:37:44.512492360,2020-07-11 09:37:45.537766932,24.8289807637533,34.1939879129099,-53.96543,-44.662548,DUR,Present,Travelling,8,129
788.json,1.03054313711041,0.009814696543909,6,96.919654057605,2020-07-11 11:56:22.076034522,2020-07-11 11:56:23.106577660,18.0596623053918,21.4376638999352,-43.275276,-39.897278,DUR,Present,Travelling,6,49
824.json,1.04615718037315,0.009869407362011,8,98.9682095196739,2020-07-11 11:56:57.289380498,2020-07-11 11:56:58.335537678,16.6445956663652,20.0479924173066,-47.95277,-44.469604,DUR,Present,Travelling,6,67
831.json,1.34091561961678,0.009859673673653,3,98.8046151044961,2020-07-11 11:56:02.826528721,2020-07-11 11:56:04.167444341,15.9232252109686,30.9682552969667,-45.720818,-30.649431,DUR,Present,Travelling,6,8
843.json,1.01511415149957,0.009855477199025,6,99.3381414701342,2020-07-11 11:56:56.413354240,2020-07-11 11:56:57.428468391,20.2408412694931,23.5179473459721,-42.101383,-38.761383,DUR,Present,Travelling,6,49
846.json,1.06332545533926,0.009845606067956,5,98.7400448944358,2020-07-11 11:56:20.389814126,2020-07-11 11:56:21.453139581,10.5407266189803,15.4275433839257,-51.075947,-46.17796,DUR,Present,Travelling,6,68
883.json,1.26383148913478,0.009873683508865,6,97.480199192188,2020-07-11 11:52:03.551526463,2020-07-11 11:52:04.815357952,12.8319536365053,18.6160337819993,-53.848087,-48.018707,DUR,Present,Foraging,8,49
900.json,1.23125401461623,0.00985003211693,1,99.7534003749855,2020-07-11 11:52:15.717904279,2020-07-11 11:52:16.949158294,13.1362654409101,16.8819502553632,-53.72044,-49.974754,DUR,Present,Foraging,8,110
5414.json,2.12797537975335,0.009943810185763,14,97.3161160124683,2020-07-12 14:01:04.164051027,2020-07-12 14:01:06.292026407,10.0077915120214,11.7370323581196,-62.254974,-59.595215,Control,Present,Attraction,2,27
5477.json,1.63156609661391,0.009888279373418,15,98.0288179690109,2020-07-12 14:05:22.918356924,2020-07-12 14:05:24.549923020,28.4715565006907,32.9192674683361,-41.97679,-37.469765,Control,Present,Travelling,6,33
5506.json,1.27175304108689,0.0098585507061,16,97.9602743142852,2020-07-12 14:05:20.747071244,2020-07-12 14:05:22.018824285,25.463742017746,29.9255582332611,-42.07128,-37.744102,Control,Present,Travelling,6,34
5508.json,2.26502049058076,0.009934300397284,17,97.8823028071308,2020-07-12 14:05:38.676150883,2020-07-12 14:05:40.941171374,24.9961713065564,27.3565067371852,-50.816105,-48.250126,Control,Present,Travelling,6,73
5518.json,1.05876025534388,0.009894955657419,18,98.1591804927825,2020-07-12 14:05:19.950933161,2020-07-12 14:05:21.009693416,14.8951773857003,16.3366730533429,-56.095013,-54.718502,Control,Present,Travelling,6,53
5537.json,1.61709085874788,0.009920802814404,19,97.9765227303317,2020-07-12 14:05:20.900095187,2020-07-12 14:05:22.517186045,27.4794347979165,28.9661195501318,-39.681087,-38.042187,Control,Present,Travelling,6,128
5557.json,1.08245697729159,0.009840517975378,18,98.1801023387298,2020-07-12 14:05:32.718435987,2020-07-12 14:05:33.800892965,26.2609329223633,29.1258947414203,-42.51171,-39.646748,Control,Present,Travelling,6,53
5562.json,1.09585820053965,0.009872596401258,20,98.6320979978015,2020-07-12 14:05:47.745629601,2020-07-12 14:05:48.841487802,18.1261220738508,23.4778327112612,-57.963844,-52.639107,Control,Present,Travelling,6,127
5594.json,1.06606214151333,0.009870945754753,21,100,2020-07-12 10:11:34.819357419,2020-07-12 10:11:35.885419561,14.8314316877678,20.423594602898,-62.631145,-57.038975,Control,Present,Travelling,5,126
5618.json,1.36781762431676,0.009911721915339,21,100,2020-07-12 10:11:45.377949607,2020-07-12 10:11:46.745767231,10.033022636591,15.4839159721552,-66.863464,-61.44019,Control,Present,Travelling,5,126
5644.json,1.28307751942691,0.009869827072515,22,98.7391321095903,2020-07-12 14:06:21.802836184,2020-07-12 14:06:23.085913703,29.6985290479956,32.524072410157,-42.02745,-39.059055,Control,Present,Travelling,6,125
5652.json,1.03085608536366,0.009817677003463,16,98.2836425491691,2020-07-12 14:06:13.767416390,2020-07-12 14:06:14.798272476,21.2802050370436,24.1015730931209,-49.29427,-46.42968,Control,Present,Travelling,6,34
5657.json,1.23219516453626,0.00985756131629,16,98.7375596589793,2020-07-12 14:06:15.149944734,2020-07-12 14:06:16.382139898,29.6409304588072,30.6408968648603,-39.90989,-38.79777,Control,Present,Travelling,6,34
5668.json,1.68873942392622,0.009933761317213,23,97.7068600606539,2020-07-12 14:06:29.506215474,2020-07-12 14:06:31.194954898,19.0049982250861,23.05377175673,-54.40905,-50.394947,Control,Present,Travelling,6,48
5681.json,2.57633192365478,0.009947227504459,19,99.0938270074302,2020-07-12 14:06:22.641771485,2020-07-12 14:06:25.218103409,24.8556389705315,28.453716154069,-45.346127,-41.51796,Control,Present,Travelling,6,128
5684.json,1.20193237803039,0.009851904737954,24,99.7682068684069,2020-07-12 14:06:06.231417732,2020-07-12 14:06:07.433350110,13.6526791149417,15.9461582764885,-58.933174,-56.54161,Control,Present,Travelling,6,26
5685.json,1.00941527562409,0.009896228192393,20,97.5506036943688,2020-07-12 14:06:01.430087407,2020-07-12 14:06:02.439502683,18.3635843532292,22.4398345646896,-53.940235,-49.92871,Control,Present,Travelling,6,127
5687.json,1.05585921877083,0.009867843166083,18,98.43376399613,2020-07-12 14:06:12.430342621,2020-07-12 14:06:13.486201840,36.0385373051005,37.444355140055,-39.341434,-37.894047,Control,Present,Travelling,6,53
5698.json,1.36721953758883,0.009907387953542,24,98.9123949550241,2020-07-12 14:06:01.892614868,2020-07-12 14:06:03.259834406,15.2203617983086,17.7335893276126,-57.93516,-55.565746,Control,Present,Travelling,6,26
5705.json,1.07088498186455,0.009824632861143,22,98.5014454111213,2020-07-12 14:06:10.441564814,2020-07-12 14:06:11.512449795,21.6528080127857,24.6966153321443,-49.703514,-46.232986,Control,Present,Travelling,6,125
5739.json,1.26383148913478,0.009873683508866,25,98.8819578834947,2020-07-12 09:43:12.406345821,2020-07-12 09:43:13.670177310,18.3477658685648,21.5998752522019,-56.146664,-52.886883,Control,Present,Attraction,15,50
5758.json,1.02842086299935,0.009888662144224,25,98.8884802410684,2020-07-12 09:43:04.112338657,2020-07-12 09:43:05.140759520,12.8919698861929,14.5231559166541,-59.60278,-57.663155,Control,Present,Attraction,15,50
5763.json,1.47954466286215,0.009929829952095,26,98.0432239583233,2020-07-12 09:43:43.682175710,2020-07-12 09:43:45.161720373,21.945591239519,24.2977177199497,-55.26003,-52.922276,Control,Present,Attraction,15,3
5773.json,1.18438222354231,0.009869851862853,27,97.6717865355846,2020-07-12 09:43:04.814957279,2020-07-12 09:43:05.999339503,10.0114358991585,11.8999237726199,-60.483418,-58.594936,Control,Present,Attraction,15,61
5774.json,1.14384748700173,0.009860754198291,28,99.0570958434844,2020-07-12 09:43:19.845353953,2020-07-12 09:43:20.989201440,15.4490654733446,19.4295172956255,-60.297256,-56.357224,Control,Present,Attraction,15,46
5785.json,1.23963772613848,0.009917101809108,29,99.3947380051313,2020-07-12 13:46:58.164413817,2020-07-12 13:46:59.404051544,30.8391839796497,34.4102730781801,-46.319386,-42.69687,DUR,Present,Attraction,8,82
5801.json,1.60730488397506,0.009921635086266,30,100,2020-07-12 13:46:11.354321002,2020-07-12 13:46:12.961625886,23.643060268742,26.6623499653127,-49.747353,-46.742245,DUR,Present,Attraction,8,123
5807.json,1.20372683002195,0.009866613360836,29,99.4743645596146,2020-07-12 13:46:36.829019664,2020-07-12 13:46:38.032746494,31.3414842580494,33.7347764341455,-44.905136,-42.48994,DUR,Present,Attraction,8,82
5819.json,1.00675996237317,0.009870195709541,31,99.0118458197144,2020-07-12 13:46:07.256138317,2020-07-12 13:46:08.262898279,22.2757333770512,27.5932261849952,-48.819126,-43.538456,DUR,Present,Attraction,8,112
5846.json,1.18186577562691,0.009848881463558,29,99.2238842632261,2020-07-12 13:46:51.939581353,2020-07-12 13:46:53.121447129,33.689588329136,36.6649517340948,-42.190994,-39.263428,DUR,Present,Attraction,8,82
5869.json,1.06385815224636,0.009850538446726,32,99.5392023813401,2020-07-12 13:46:23.172910279,2020-07-12 13:46:24.236768431,20.9164393126075,24.6480284164201,-56.56783,-52.95399,DUR,Present,Attraction,8,12
5945.json,1.13744919680418,0.009890862580906,32,98.5901617959063,2020-07-12 14:02:47.847358199,2020-07-12 14:02:48.984807396,12.0037246117225,18.9548642351911,-66.0467,-59.09556,Control,Present,Attraction,2,12
5954.json,1.10851048323429,0.009897415028878,24,98.1801959956154,2020-07-12 14:02:14.500605415,2020-07-12 14:02:15.609115898,13.501593335927,15.9291268218335,-60.901875,-58.346138,Control,Present,Attraction,2,26
6003.json,1.02760699588839,0.009880836498927,24,99.507513926169,2020-07-12 14:02:17.205705906,2020-07-12 14:02:18.233312902,18.7914758430895,19.5211008057114,-59.02208,-58.18089,Control,Present,Attraction,2,26
6042.json,1.22503976061835,0.009879352908213,33,98.542830561743,2020-07-12 13:45:51.239996610,2020-07-12 13:45:52.465036371,24.7434004003351,28.0891880184025,-48.554802,-45.090935,DUR,Present,Attraction,8,122
6046.json,1.15604713673738,0.009880744758439,32,99.1766580742999,2020-07-12 13:45:50.264003394,2020-07-12 13:45:51.420050531,19.3035461425781,22.094339620656,-48.25425,-45.510067,DUR,Present,Attraction,8,12
6050.json,1.58514760233859,0.009907172514616,26,97.107477366875,2020-07-12 13:45:56.042556331,2020-07-12 13:45:57.627703934,25.4675349997516,30.2080167358245,-45.182003,-40.46904,DUR,Present,Attraction,8,3
6059.json,1.09210275362818,0.0098387635462,34,99.2219603921155,2020-07-12 13:45:55.443498426,2020-07-12 13:45:56.535601180,16.5856763038082,18.665505948274,-47.459183,-45.352173,DUR,Present,Attraction,8,136
6088.json,1.4485573886468,0.009921625949636,16,97.3733597081817,2020-07-12 13:45:15.865328591,2020-07-12 13:45:17.313885980,30.4664715313521,34.2745317761364,-38.839077,-34.881138,DUR,Present,Attraction,8,34
6112.json,1.10385281962405,0.009855828746643,26,98.6716087914905,2020-07-12 13:45:02.591654446,2020-07-12 13:45:03.695507266,23.6375602337954,27.670851398715,-53.62078,-49.622387,DUR,Present,Attraction,8,3
6138.json,1.69721906045367,0.009925257663472,34,100,2020-07-12 13:45:24.467369608,2020-07-12 13:45:26.164588669,25.1081978435248,29.0404495991452,-44.80346,-40.914696,DUR,Present,Attraction,8,136
6150.json,1.75847053550299,0.009934861782503,30,97.9978671753112,2020-07-12 13:45:50.551753119,2020-07-12 13:45:52.310223654,19.8745731163888,26.327250226051,-50.954807,-44.50213,DUR,Present,Attraction,8,123
6151.json,1.03488935821468,0.009856089125854,32,98.7743622858004,2020-07-12 13:45:52.571049427,2020-07-12 13:45:53.605938786,19.4051059111384,21.0020908617791,-48.9974,-47.402687,DUR,Present,Attraction,8,12
6153.json,1.3815352245435,0.009868108746739,32,99.1170154352756,2020-07-12 13:45:52.697255447,2020-07-12 13:45:54.078790671,22.0386320969154,24.2938290080805,-47.666138,-45.562023,DUR,Present,Attraction,8,12
6154.json,1.48923102767478,0.009928206851165,26,97.7332610380129,2020-07-12 13:45:52.858799151,2020-07-12 13:45:54.348030179,29.420679806388,36.007229310306,-39.626278,-33.043068,DUR,Present,Attraction,8,3
6186.json,1.01947717942133,0.009897836693411,35,98.7301926337259,2020-07-12 13:57:14.698427100,2020-07-12 13:57:15.717904279,22.0989084541798,25.8681402504444,-52.244488,-48.475254,Control,Present,Travelling,3,120
6233.json,1.0642308605535,0.009853989449569,35,98.8751515873318,2020-07-12 13:57:47.203267140,2020-07-12 13:57:48.267498000,17.8872028749381,20.8032543125437,-54.87004,-51.977055,Control,Present,Travelling,3,120
6339.json,1.11072185322251,0.009829396931173,24,99.2682038365004,2020-07-12 13:59:52.011236686,2020-07-12 13:59:53.121958540,16.142222240993,17.7915849140712,-55.681633,-54.03227,Control,Present,Attraction,2,26
6371.json,1.30284805652443,0.009870061034276,23,99.1084977144517,2020-07-12 13:59:22.843082686,2020-07-12 13:59:24.145930742,10.9006522108869,13.8814415582796,-58.6192,-55.63841,Control,Present,Attraction,2,48
6380.json,1.07245403725515,0.009839027864726,36,96.4807640441304,2020-07-12 13:59:37.838652935,2020-07-12 13:59:38.911106972,13.0159315501942,14.8608464072732,-58.828888,-56.8271,Control,Present,Attraction,2,119
6467.json,1.29347743916962,0.009873873581448,33,99.245772061921,2020-07-12 09:41:21.917077723,2020-07-12 09:41:23.210555162,19.5183883152125,22.8627013926126,-54.62536,-51.27331,Control,Present,Attraction,15,122
6560.json,1.03186241834423,0.009827261127088,14,98.8901524087608,2020-07-12 13:58:54.416744434,2020-07-12 13:58:55.448606852,8.50547681955191,13.8673670548659,-60.89297,-55.077698,Control,Present,Attraction,2,27
6563.json,1.12005524267613,0.009825045988387,26,98.2027785530066,2020-07-12 13:58:37.190120669,2020-07-12 13:58:38.310175912,17.3535024494144,22.2727825083631,-55.669956,-50.737885,Control,Present,Attraction,2,3
6674.json,1.04409204346274,0.009849924938328,37,98.3255387638626,2020-07-12 09:39:53.972572401,2020-07-12 09:39:55.016664445,39.6975918972131,43.3559394894224,-58.88921,-55.239594,Control,Present,Attraction,15,15
6677.json,1.26832727139939,0.009908806807808,37,99.1307654507432,2020-07-12 09:39:36.302798241,2020-07-12 09:39:37.571125512,35.458931851387,43.2906558275223,-58.105476,-50.29668,Control,Present,Attraction,15,15
6852.json,1.15510440355165,0.009872687209843,14,98.8729013000915,2020-07-12 13:56:37.314353760,2020-07-12 13:56:38.469458164,8.83109267662312,13.1073952247357,-62.689293,-58.695675,Control,Present,Travelling,3,27
6938.json,1.13550535274783,0.009873959589112,32,99.1560057930586,2020-07-12 13:43:55.728912725,2020-07-12 13:43:56.864418078,15.2581375762299,17.9441256756549,-61.03188,-58.315723,DUR,Present,Attraction,8,12
6943.json,1.44780695907212,0.009916486021042,14,97.2545107143811,2020-07-12 13:43:45.185975203,2020-07-12 13:43:46.633782162,11.2755885910202,14.8232695191771,-59.646572,-55.987648,DUR,Present,Attraction,8,27
6956.json,1.10385281962405,0.009855828746643,32,99.1133442145892,2020-07-12 13:43:57.624316758,2020-07-12 13:43:58.728169577,17.3637382452437,22.0082025322125,-58.421852,-53.815247,DUR,Present,Attraction,8,12
6968.json,1.59178776163179,0.00988688050703,17,97.5570856729919,2020-07-12 13:43:47.257698973,2020-07-12 13:43:48.849486735,18.3640218544006,19.7209792137146,-56.198414,-54.529053,DUR,Present,Attraction,8,73
6969.json,1.28970040551363,0.009920772350105,32,98.523018314008,2020-07-12 13:43:53.455000301,2020-07-12 13:43:54.744700707,18.6075392358097,23.6343622325379,-58.880775,-53.929222,DUR,Present,Attraction,8,12
6973.json,1.15475966752682,0.009869740748092,37,99.4969462140905,2020-07-12 09:40:11.963321042,2020-07-12 09:40:13.118080710,22.3145610283161,28.092122400218,-36.304985,-30.499548,Control,Present,Attraction,15,15
6981.json,1.39257548749446,0.009876421897124,37,99.1509689288985,2020-07-12 09:40:02.078961641,2020-07-12 09:40:03.471537128,27.8718768310547,34.571018851144,-39.186256,-32.50061,Control,Present,Attraction,15,15
6993.json,1.22624873882217,0.009889102732437,26,97.1573269606455,2020-07-12 09:40:52.782457102,2020-07-12 09:40:54.008705841,10.7303941404665,13.6254235800211,-58.418285,-55.48904,Control,Present,Attraction,15,3
7012.json,1.45554363243371,0.009901657363495,26,97.0111616960802,2020-07-12 09:40:46.225836555,2020-07-12 09:40:47.681380188,20.715623532488,25.4223201313957,-54.500843,-49.794144,Control,Present,Attraction,15,3
7032.json,1.30012179743508,0.009849407556326,37,98.9448299020773,2020-07-12 09:40:22.177102570,2020-07-12 09:40:23.477224367,28.3761417412319,33.2348926052725,-47.097805,-42.239056,Control,Present,Attraction,15,15
7043.json,1.37562312656375,0.009896569255854,37,98.4455518586309,2020-07-12 09:40:54.801232629,2020-07-12 09:40:56.176855756,20.7882448648442,24.7191347662424,-44.559467,-40.59988,Control,Present,Attraction,15,15
7048.json,1.36289956797501,0.009876083825906,37,98.953045051447,2020-07-12 09:40:33.874755047,2020-07-12 09:40:35.237654615,27.3024191382336,33.8831073917144,-49.258675,-42.67288,Control,Present,Attraction,15,15
7115.json,1.43180909212105,0.009874545462904,23,98.9163820631849,2020-07-12 14:04:25.804559392,2020-07-12 14:04:27.236368484,21.5412085215251,25.4929652743869,-53.460266,-49.3897,Control,Present,Attraction,2,48
7123.json,1.08784628648483,0.009889511695317,15,98.5982175042189,2020-07-12 14:04:21.963678135,2020-07-12 14:04:23.051524421,19.1469420551384,23.9758759380257,-55.074112,-50.091,Control,Present,Attraction,2,33
7143.json,1.32088533929524,0.009857353278323,14,98.5481291127391,2020-07-12 14:04:19.479504797,2020-07-12 14:04:20.800390136,11.7505391362202,15.3194269157318,-58.344303,-54.99213,Control,Present,Attraction,2,27
7147.json,1.66592885418209,0.009916243179655,17,99.7386867776674,2020-07-12 14:04:21.848061621,2020-07-12 14:04:23.513990474,14.4745894295829,17.7245984576997,-56.474434,-53.03552,Control,Present,Attraction,2,73
7164.json,1.45352048298322,0.009887894442063,28,99.2647333600396,2020-07-12 13:44:15.797893614,2020-07-12 13:44:17.251414097,27.670722607055,33.3107441136094,-39.665333,-34.006203,DUR,Present,Attraction,8,46
7170.json,1.10496460705847,0.009865755420165,28,99.476712039547,2020-07-12 13:44:10.440603549,2020-07-12 13:44:11.545568156,20.7996362370553,27.527614360233,-49.387352,-42.65937,DUR,Present,Attraction,8,46
7171.json,1.00725771599933,0.009875075647052,27,97.9511456031756,2020-07-12 13:44:31.816659130,2020-07-12 13:44:32.823916846,14.502540348083,17.0660715178242,-58.035828,-54.54608,DUR,Present,Attraction,8,61
7176.json,1.41782336507271,0.009914848706802,36,99.0055806812241,2020-07-12 13:44:20.411742952,2020-07-12 13:44:21.829566317,32.7180989726206,35.8013515150949,-36.726917,-33.643665,DUR,Present,Attraction,8,119
7179.json,1.5517930942541,0.009884032447478,25,99.0931122375443,2020-07-12 13:44:10.438608186,2020-07-12 13:44:11.990401280,31.2945556151561,33.4655430524777,-39.96342,-37.792435,DUR,Present,Attraction,8,50
7181.json,1.64116776913901,0.009886552826139,26,99.0120732107315,2020-07-12 13:44:22.147211691,2020-07-12 13:44:23.788379461,24.000462707964,28.1776051197237,-44.743126,-40.56598,DUR,Present,Attraction,8,3
7184.json,1.4597710090851,0.00993041502779,26,99.0990460928555,2020-07-12 13:44:33.059592054,2020-07-12 13:44:34.519363063,26.6367295895769,30.6633677873455,-37.65384,-33.59193,DUR,Present,Attraction,8,3
7185.json,1.82652595455294,0.009926771492136,28,98.9165676400431,2020-07-12 13:44:07.283728078,2020-07-12 13:44:09.110254032,34.2512652967694,36.9340116176022,-39.342182,-36.619465,DUR,Present,Attraction,8,46
7199.json,1.37172711478507,0.009868540394137,26,99.0633702890969,2020-07-12 13:44:34.034325331,2020-07-12 13:44:35.406052446,33.8170659431191,38.729775994323,-31.148125,-26.209942,DUR,Present,Attraction,8,3
7204.json,1.37252125184746,0.009874253610413,26,98.5333997249082,2020-07-12 13:44:25.764564725,2020-07-12 13:44:27.137085977,21.4528512568832,25.9752516994587,-38.027275,-33.504814,DUR,Present,Attraction,8,3
7209.json,1.24741985678509,0.009900157593532,26,98.6211507610238,2020-07-12 13:44:21.449053628,2020-07-12 13:44:22.696473485,23.4751570877756,27.7282582908679,-44.56109,-40.27934,DUR,Present,Attraction,8,3
7221.json,1.02661702761504,0.009871317573222,26,98.0177487637726,2020-07-12 13:44:25.085951343,2020-07-12 13:44:26.112568370,25.7101384823139,30.2303512573242,-40.55068,-36.041157,DUR,Present,Attraction,8,3
7228.json,1.48000332239122,0.009866688815941,26,98.0547296105264,2020-07-12 13:44:29.099224705,2020-07-12 13:44:30.579228027,28.3927205403646,32.5110564693328,-36.370266,-32.270542,DUR,Present,Attraction,8,3
7230.json,1.4942093605057,0.009895426228515,26,99.3135829460692,2020-07-12 13:44:30.454274265,2020-07-12 13:44:31.948483625,39.9804973602295,43.8345568636631,-31.432177,-27.57812,DUR,Present,Attraction,8,3
7231.json,1.36781762431676,0.009911721915339,26,98.5559525059373,2020-07-12 13:44:35.027329689,2020-07-12 13:44:36.395147314,22.8008748764216,26.6412895890169,-43.222134,-39.317955,DUR,Present,Attraction,8,3
7269.json,1.1045978485918,0.009862480790998,23,96.7062757824932,2020-07-12 14:03:07.818290025,2020-07-12 14:03:08.922887874,16.4677612032209,17.284952381679,-57.27248,-56.644768,Control,Present,Attraction,2,48
7305.json,1.05765213414284,0.009884599384513,16,98.1893668185311,2020-07-12 14:03:21.670049839,2020-07-12 14:03:22.727701973,17.3101272009369,21.6145329869779,-52.688324,-48.3288,Control,Present,Attraction,2,34
7315.json,1.4638048260232,0.009890573148805,3,98.7673319740292,2020-07-12 13:21:52.345020664,2020-07-12 13:21:53.808825490,12.592924511951,15.7361527733181,-52.84322,-49.7073,DUR,Present,Travelling,6,8
7320.json,1.62378349553393,0.009901118875207,3,98.7014799418149,2020-07-12 13:21:49.529396081,2020-07-12 13:21:51.153179576,12.4119398453656,16.5413330489514,-51.514782,-47.359352,DUR,Present,Travelling,6,8
