,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
7823.json,1.186454913029083,0.0098871242752423,173,97.84854758023624,2020-07-13 07:23:09.354975682,2020-07-13 07:23:10.541430595,15.489710788598796,18.48247607442357,-51.831814,-48.839413,Control,Present,Travelling,10.0
7827.json,1.102417296821514,0.0098430115787635,57,98.86366037172336,2020-07-13 07:23:35.043872805,2020-07-13 07:23:36.146290102,11.40898969362108,16.56747112685828,-61.284073,-56.12174,Control,Present,Travelling,10.0
7838.json,1.6101583987175072,0.0098782723847699,71,100.0,2020-07-13 07:23:03.645962294,2020-07-13 07:23:05.256120693,16.0988613921817,19.004804630090696,-52.205147,-49.277935,Control,Present,Travelling,10.0
7841.json,1.143847487001734,0.0098607541982908,43,98.71931531606386,2020-07-13 07:23:11.694440741,2020-07-13 07:23:12.838288228,11.39064711994595,14.893221457799276,-56.06364,-52.5271,Control,Present,Travelling,10.0
7845.json,1.0238634848686845,0.0098448412006604,128,97.7857493756632,2020-07-13 07:23:29.388081589,2020-07-13 07:23:30.411945074,13.62896580659142,17.27775975900103,-58.716736,-54.80936,Control,Present,Travelling,10.0
7849.json,1.1190363739133034,0.0099029767602947,16,100.0,2020-07-13 07:23:45.650727658,2020-07-13 07:23:46.769764031,11.41597525955092,17.141511470713514,-64.812454,-59.112057,Control,Present,Travelling,10.0
7853.json,1.2731474140972274,0.0098693597992033,107,97.19252979219291,2020-07-13 06:43:12.765181313,2020-07-13 06:43:14.038328727,23.550739693641663,25.618490290641784,-46.817287,-44.71097,DUR+AFT,Present,Attraction,10.0
7861.json,1.0318624183442218,0.0098272611270878,26,98.73702321179138,2020-07-13 06:43:28.252233036,2020-07-13 06:43:29.284095454,22.13407211303711,24.727372771043044,-48.28115,-45.63936,DUR+AFT,Present,Attraction,10.0
7862.json,1.311188708363794,0.009858561717021,192,97.81487488579272,2020-07-13 06:43:38.789250243,2020-07-13 06:43:40.100438952,22.53566667961352,25.28630774526885,-46.161983,-43.41134,DUR+AFT,Present,Attraction,10.0
7864.json,1.5917877616317817,0.0098868805070297,118,98.5851340974633,2020-07-13 06:43:26.628449540,2020-07-13 06:43:28.220237302,27.89494621276856,30.527156944274903,-41.127213,-38.5506,DUR+AFT,Present,Attraction,10.0
7870.json,1.8349834719775016,0.0099188295782567,9,100.0,2020-07-13 06:43:49.391011729,2020-07-13 06:43:51.225995201,18.50701554339865,23.56963243899138,-51.273285,-46.210667,DUR+AFT,Present,Attraction,10.0
7876.json,1.4690883054663215,0.0099262723342319,27,98.51609739827678,2020-07-13 06:43:40.427248010,2020-07-13 06:43:41.896336315,23.063030572839686,26.04273247589936,-48.896393,-45.87895,DUR+AFT,Present,Attraction,10.0
7881.json,1.006508894580726,0.0098677342605953,117,98.14351136002196,2020-07-13 06:43:19.933173868,2020-07-13 06:43:20.939682762,8.448129939282035,14.084815828818977,-58.009518,-52.437588,DUR+AFT,Present,Attraction,10.0
7896.json,1.3084615629549423,0.0099125875981435,61,100.0,2020-07-13 06:43:18.341246535,2020-07-13 06:43:19.649708098,11.157482216574929,14.22158378832268,-59.235886,-55.941998,DUR+AFT,Present,Attraction,10.0
7901.json,1.1282867884683956,0.0098972525304245,147,99.51183738085643,2020-07-13 06:43:10.415501608,2020-07-13 06:43:11.543788396,20.262334259463028,22.53901497746857,-48.468014,-46.205723,DUR+AFT,Present,Attraction,10.0
7903.json,1.293463908401833,0.0098737702931437,191,96.7440731643391,2020-07-13 06:43:10.357054319,2020-07-13 06:43:11.650518228,11.794939731527691,14.583265526894412,-57.173027,-54.43751,DUR+AFT,Present,Attraction,10.0
7904.json,1.956713574596092,0.0099325562162238,2,100.0,2020-07-13 06:43:10.989809748,2020-07-13 06:43:12.946523323,15.642823009956174,20.59121845214348,-53.75372,-48.829166,DUR+AFT,Present,Attraction,10.0
7909.json,1.2327601675183946,0.0098620813401471,204,98.3502741463034,2020-07-13 06:43:13.499922984,2020-07-13 06:43:14.732683152,26.71580141129032,28.52197445284936,-40.863556,-39.22239,DUR+AFT,Present,Attraction,10.0
7911.json,1.7318859715124049,0.0098964912657851,5,99.00572472896766,2020-07-13 06:43:13.969403510,2020-07-13 06:43:15.701289481,19.0533653049294,22.174927475255565,-49.52737,-46.32809,DUR+AFT,Present,Attraction,10.0
7912.json,1.2810599840826278,0.0098543075698663,31,97.6346792023506,2020-07-13 06:43:14.275161729,2020-07-13 06:43:15.556221713,19.714857658244068,23.036482366715894,-49.94723,-46.558205,DUR+AFT,Present,Attraction,10.0
7916.json,1.5980896326200131,0.0099260225628572,146,97.72562369372956,2020-07-13 06:43:19.245050440,2020-07-13 06:43:20.843140073,14.533528152389906,16.382148078425015,-54.160828,-52.26852,DUR+AFT,Present,Attraction,10.0
7922.json,1.0755197447775051,0.0098671536218119,5,98.61390601943272,2020-07-13 06:43:30.606997093,2020-07-13 06:43:31.682516838,17.256287911359003,20.82824653737685,-50.139477,-46.552853,DUR+AFT,Present,Attraction,10.0
7923.json,1.2783320395069744,0.0099095506938525,45,99.39786668562584,2020-07-13 06:43:31.377274091,2020-07-13 06:43:32.655606130,11.204100608825684,15.249748277664184,-56.62742,-52.5719,DUR+AFT,Present,Attraction,10.0
7929.json,1.1615874203414478,0.0098439611893343,42,98.17101896256597,2020-07-13 06:43:33.416165786,2020-07-13 06:43:34.577753207,16.978382398004403,20.677980370717503,-49.972633,-46.293777,DUR+AFT,Present,Attraction,10.0
7937.json,1.4485305543322795,0.0099214421529608,86,100.0,2020-07-13 06:43:35.883702561,2020-07-13 06:43:37.332233116,15.516776367858215,17.74316043644161,-52.018696,-49.680912,DUR+AFT,Present,Attraction,10.0
7947.json,2.189468915427696,0.0099521314337622,88,100.0,2020-07-13 06:43:47.851432793,2020-07-13 06:43:50.040901709,21.757290843616836,26.591694446910516,-48.579082,-43.737022,DUR+AFT,Present,Attraction,10.0
7948.json,1.6959695725852768,0.0099179507168729,54,100.0,2020-07-13 06:43:48.056478295,2020-07-13 06:43:49.752447868,24.197327949631383,27.540889945948063,-44.49325,-41.139004,DUR+AFT,Present,Attraction,10.0
7949.json,1.542388240110775,0.0098871041032741,138,96.8968941847625,2020-07-13 06:43:50.970610027,2020-07-13 06:43:52.512998266,21.48129294090664,26.012123973099225,-49.95671,-45.42139,DUR+AFT,Present,Attraction,10.0
7950.json,1.933684406951116,0.009916330292057,89,100.0,2020-07-13 06:43:53.688841488,2020-07-13 06:43:55.622525895,19.267234582469296,24.18757249494639,-52.39683,-47.484367,DUR+AFT,Present,Attraction,10.0
7953.json,1.4388430669873389,0.0099230556343954,46,96.9300454522726,2020-07-13 06:43:55.082008129,2020-07-13 06:43:56.520851195,15.317143203145232,18.100694266472072,-55.866913,-53.20019,DUR+AFT,Present,Attraction,10.0
7954.json,1.345584720052976,0.0098940052945071,24,98.32919004746164,2020-07-13 06:43:55.312299149,2020-07-13 06:43:56.657883869,9.385701986459583,11.98340733093623,-55.185444,-53.055508,DUR+AFT,Present,Attraction,10.0
7957.json,1.5182368474792298,0.009923116650191,195,98.89872841690192,2020-07-13 07:33:54.697239662,2020-07-13 07:33:56.215476510,23.116465883105214,26.6330176048878,-37.146862,-33.602325,Control,Present,Attraction,8.0
7961.json,1.172441681249378,0.0098524511029359,202,99.31653113010957,2020-07-13 07:33:26.442955725,2020-07-13 07:33:27.615397406,24.84208043416341,28.21879152051445,-32.516243,-29.139528,Control,Present,Attraction,8.0
7962.json,1.2249330478755098,0.0098784923215766,167,97.6444791416615,2020-07-13 07:33:41.951534025,2020-07-13 07:33:43.176467072,24.593151699412957,33.49598965087494,-38.663555,-29.838713,Control,Present,Attraction,8.0
7963.json,1.489401123112394,0.0099293408207492,116,98.13615817797634,2020-07-13 07:33:45.227252391,2020-07-13 07:33:46.716653514,31.490385769522764,36.63517249714244,-30.129084,-25.0633,Control,Present,Attraction,8.0
7966.json,1.2483542432168022,0.0099075733588635,169,98.56948684796912,2020-07-13 07:33:37.232821195,2020-07-13 07:33:38.481175439,28.510247054373384,34.929240330009705,-29.455494,-23.023106,Control,Present,Attraction,8.0
7968.json,1.0900756950098085,0.0098205017568451,50,100.0,2020-07-13 07:33:51.621103998,2020-07-13 07:33:52.711179693,10.844665803771088,15.802952724954356,-50.475998,-45.532818,Control,Present,Attraction,8.0
7969.json,1.2958272230369268,0.0098918108628773,152,97.5631152773673,2020-07-13 07:33:21.765097987,2020-07-13 07:33:23.060925210,14.300661122140708,17.51387283699644,-50.961613,-47.758022,Control,Present,Attraction,8.0
7970.json,1.1070335960111457,0.0098842285358138,159,98.5139678554461,2020-07-13 07:33:19.088733451,2020-07-13 07:33:20.195767047,7.675439480372837,10.37941210610526,-56.07081,-53.366833,Control,Present,Attraction,8.0
7972.json,1.0318624183442218,0.0098272611270878,39,100.0,2020-07-13 07:33:29.740034662,2020-07-13 07:33:30.771897080,22.876756697434644,28.449296599168044,-41.66775,-36.108353,Control,Present,Attraction,8.0
7975.json,1.0967315039484902,0.0098804639995359,174,98.96712358544244,2020-07-13 07:33:35.298415810,2020-07-13 07:33:36.395147314,26.3724500960198,31.062675393146016,-34.35542,-29.736973,Control,Present,Attraction,8.0
7976.json,1.1407459487364733,0.0098340167994523,67,100.0,2020-07-13 07:33:47.459773982,2020-07-13 07:33:48.600519931,6.813369936413235,10.0725064807468,-54.74685,-51.487354,Control,Present,Attraction,8.0
7983.json,1.270385927154443,0.0098479529236778,11,96.77370986892343,2020-07-13 07:34:42.732118731,2020-07-13 07:34:44.002504658,16.095722484588624,21.78023878335953,-41.746758,-36.129112,Control,Present,Attraction,8.0
7984.json,1.331858949378205,0.0098656218472459,155,99.49259384671043,2020-07-13 07:34:11.645974690,2020-07-13 07:34:12.977833639,20.86622824069269,25.06832106812985,-38.40925,-34.20716,Control,Present,Attraction,8.0
7995.json,1.010381498423769,0.0098095291109103,161,98.42625499119733,2020-07-13 11:43:49.928393514,2020-07-13 11:43:50.938775012,10.012937921238697,12.326518742118294,-54.58243,-52.36655,DUR,Absent,Travelling,15.0
7996.json,1.0384695362587877,0.0098901860596075,172,98.00518860681542,2020-07-13 11:43:52.657128202,2020-07-13 11:43:53.695597739,11.886476443924067,13.64833121263344,-56.344803,-54.58295,DUR,Absent,Travelling,15.0
7998.json,1.185854544168876,0.0098821212014073,114,97.31586829082828,2020-07-13 11:43:46.133026596,2020-07-13 11:43:47.318881140,9.663659184773763,12.306393280029296,-58.25633,-55.613594,DUR,Absent,Travelling,15.0
8020.json,1.0256416635015384,0.0098619390721301,140,97.58718291183094,2020-07-13 11:43:51.103407797,2020-07-13 11:43:52.129049460,10.242107066073158,13.333939781484675,-54.913998,-51.883205,DUR,Absent,Travelling,15.0
8021.json,1.1532723873880428,0.0098570289520345,153,97.6873372820508,2020-07-13 07:35:51.080426663,2020-07-13 07:35:52.233699050,12.898831229374329,15.635825900373788,-46.95872,-44.158653,Control,Present,Attraction,8.0
8023.json,1.1951482785202625,0.0098772585001674,30,99.5806168552011,2020-07-13 07:35:00.824531836,2020-07-13 07:35:02.019680114,17.95160722096761,25.23881722768148,-35.73547,-28.460384,Control,Present,Attraction,8.0
8030.json,1.3377660630667307,0.0099093782449387,113,98.2048452691366,2020-07-13 07:35:53.518919712,2020-07-13 07:35:54.856685775,11.864320437113443,15.373072465260824,-47.363503,-43.779583,Control,Present,Attraction,8.0
8031.json,1.0060496006968762,0.0098632313793811,139,98.22302474752796,2020-07-13 06:45:38.846442633,2020-07-13 06:45:39.852492234,23.035791907723496,24.84079933166504,-34.529118,-32.587143,Control,Present,Attraction,12.0
8037.json,1.0558750645997534,0.0098679912579416,182,96.29635516568244,2020-07-13 06:45:31.937380267,2020-07-13 06:45:32.993255331,22.90046717708272,26.749207819314822,-35.175087,-31.326347,Control,Present,Attraction,12.0
8044.json,1.4983166402518862,0.009922626756635,83,100.0,2020-07-13 06:45:31.757838758,2020-07-13 06:45:33.256155397,23.52116313308635,27.454369550028805,-36.58127,-32.62547,Control,Present,Attraction,12.0
8045.json,1.531051978586362,0.0098777547005571,132,98.0470449035512,2020-07-13 06:45:56.233589134,2020-07-13 06:45:57.764641113,36.37309498861046,40.51936371462333,-28.259907,-24.129194,Control,Present,Attraction,12.0
8047.json,1.147132079853975,0.0098890696539135,68,96.81147700937645,2020-07-13 06:45:54.247615300,2020-07-13 06:45:55.394747380,31.198862142033047,36.47108164098528,-35.081497,-29.794868,Control,Present,Attraction,12.0
8062.json,1.1777068028228044,0.0098966958220403,24,98.6148467825368,2020-07-13 06:45:31.909594081,2020-07-13 06:45:33.087300884,13.973518996625334,16.873777131776553,-27.572165,-24.175262,Control,Present,Attraction,12.0
8076.json,1.258076469470403,0.0099061139328378,198,97.37151212323964,2020-07-13 06:45:42.381038555,2020-07-13 06:45:43.639115024,28.65653756579513,30.228414391571626,-46.607555,-45.082844,Control,Present,Attraction,12.0
8086.json,1.0999050466420923,0.009909054474253,33,97.6092824695286,2020-07-13 06:45:47.516761967,2020-07-13 06:45:48.616667015,19.527141735708117,21.763775146264823,-50.234066,-47.950645,Control,Present,Attraction,12.0
8090.json,1.087854952672977,0.0098895904788452,175,98.48362139625958,2020-07-13 07:32:46.401813092,2020-07-13 07:32:47.489668044,22.93064768993072,27.547025750153256,-59.14679,-54.49253,Control,Present,Attraction,8.0
8127.json,1.2638314891347822,0.0098736835088654,112,97.73795941859046,2020-07-13 06:41:04.023463538,2020-07-13 06:41:05.287295027,13.766525700407207,18.470834120264595,-58.69828,-54.02062,BEF,Present,Attraction,10.0
8149.json,1.063858152246368,0.0098505384467256,197,98.44290390139828,2020-07-13 06:41:50.785228636,2020-07-13 06:41:51.849086788,13.214563967576668,17.385324563553084,-55.993332,-51.843433,BEF,Present,Attraction,10.0
8156.json,1.2558325556592465,0.0098884453201515,32,100.0,2020-07-13 06:41:17.621650447,2020-07-13 06:41:18.877483002,21.906935462468788,26.08429336547852,-44.699127,-40.52177,BEF,Present,Attraction,10.0
8167.json,1.0078083072077888,0.0098804736000763,129,99.44330803594742,2020-07-13 06:41:56.200833489,2020-07-13 06:41:57.208641796,9.93558343001238,12.470465952955832,-59.941216,-57.36914,BEF,Present,Attraction,10.0
8183.json,3.0143133354834664,0.0099482288299784,19,97.02286587710122,2020-07-13 07:56:00.256851518,2020-07-13 07:56:03.271164855,17.429696744081205,21.862245862446134,-42.383526,-37.94432,DUR,Absent,Travelling,6.0
8185.json,1.906859553638664,0.0099315601752013,19,99.34651129476376,2020-07-13 07:56:03.792762261,2020-07-13 07:56:05.699621814,16.45666880607605,21.453253094355265,-52.549267,-47.552685,DUR,Absent,Travelling,6.0
8189.json,1.343820823890149,0.0098810354697805,150,97.94138116275484,2020-07-13 07:56:07.654979336,2020-07-13 07:56:08.998800160,18.823630090295914,23.87579491293642,-52.22094,-47.15657,DUR,Absent,Travelling,6.0
8190.json,1.7413062873668128,0.009893785723675,19,98.34846092285775,2020-07-13 07:56:11.110518598,2020-07-13 07:56:12.851824885,19.85058198345306,25.27728015429353,-53.899563,-48.488747,DUR,Absent,Travelling,6.0
8191.json,1.7448802701226924,0.0099140924438789,19,98.83786516436165,2020-07-13 07:56:17.396567537,2020-07-13 07:56:19.141447807,18.20879616584952,21.79790683206358,-53.448532,-49.852222,DUR,Absent,Travelling,6.0
8193.json,1.3598186908412195,0.0099256838747534,19,100.0,2020-07-13 07:56:25.164644714,2020-07-13 07:56:26.524463405,17.833550436454907,22.921222664459407,-53.3766,-48.309544,DUR,Absent,Travelling,6.0
8220.json,1.1153121412636118,0.0098700189492355,91,100.0,2020-07-13 07:22:25.180111332,2020-07-13 07:22:26.295423473,12.162475967407229,14.740495654514858,-51.499638,-48.904114,Control,Present,Travelling,10.0
8226.json,1.2275843627074678,0.0098998738928021,144,97.75343971900632,2020-07-13 07:22:41.132651091,2020-07-13 07:22:42.360235453,9.00906012750441,11.211349585748488,-58.19022,-55.98793,Control,Present,Travelling,10.0
8228.json,1.4792093650388587,0.0099275796311332,196,98.85947409785804,2020-07-13 07:22:10.017356137,2020-07-13 07:22:11.496565503,11.777281217677618,13.89548804170342,-46.838856,-44.693844,Control,Present,Travelling,10.0
8229.json,1.3657055996595804,0.0098964173888375,171,99.282286639692,2020-07-13 07:22:02.551350860,2020-07-13 07:22:03.917056460,15.710375941076943,18.981247547060946,-39.34145,-36.05556,Control,Present,Travelling,10.0
8247.json,1.2122676540906383,0.0098558345861027,158,99.743223547536,2020-07-13 07:22:43.903681763,2020-07-13 07:22:45.115949417,9.932893150731138,13.071421849100211,-57.848286,-54.74179,Control,Present,Travelling,10.0
8258.json,1.07820264501445,0.0098917673854536,185,96.88702530993942,2020-07-13 07:22:48.793828080,2020-07-13 07:22:49.872030725,7.9664817978354066,14.03702480652753,-59.15285,-53.104923,Control,Present,Travelling,10.0
8280.json,1.052487058259274,0.0098363276472829,4,98.33943824726688,2020-07-13 07:22:32.649947983,2020-07-13 07:22:33.702435041,8.695192163640803,13.980169527458422,-57.403667,-52.077995,Control,Present,Travelling,10.0
8314.json,1.2444610645310856,0.009876675115326,198,96.53225846332548,2020-07-13 06:44:06.963053421,2020-07-13 06:44:08.207514485,25.8684845578139,28.961322857316134,-46.5406,-43.437134,Control,Present,Attraction,10.0
8323.json,1.3114658453264134,0.009860645453582,5,99.55393353520093,2020-07-13 06:44:21.885298396,2020-07-13 06:44:23.196764241,36.46026435620857,38.86143665891705,-35.429993,-32.931934,Control,Present,Attraction,10.0
8329.json,1.3754079693635015,0.0098950213623273,5,99.53691652652316,2020-07-13 06:44:01.294766961,2020-07-13 06:44:02.670174931,25.87640310298501,27.774472716226743,-46.78235,-44.899837,Control,Present,Attraction,10.0
8330.json,1.1996008994802096,0.0099140570204976,51,100.0,2020-07-13 06:44:20.191092818,2020-07-13 06:44:21.390693717,27.2482212647697,31.7859022254186,-39.459244,-34.97295,Control,Present,Attraction,10.0
8331.json,1.1276248455114022,0.0098914460132579,5,98.85470544047364,2020-07-13 06:44:19.921644000,2020-07-13 06:44:21.049268846,33.78538626012668,39.129548596664215,-32.84826,-27.570938,Control,Present,Attraction,10.0
8334.json,1.2873536819522662,0.009902720630402,5,98.4801231870884,2020-07-13 06:44:02.076689034,2020-07-13 06:44:03.364042715,20.69635155760212,23.640130855419017,-51.13385,-48.171844,Control,Present,Attraction,10.0
8336.json,1.3447642940825997,0.0098879727506073,97,100.0,2020-07-13 06:44:12.086808397,2020-07-13 06:44:13.431572691,14.139291503725673,20.421281261556956,-57.241325,-50.959343,Control,Present,Attraction,10.0
8341.json,1.2452926811450666,0.009883275247183,106,97.36646752774284,2020-07-13 06:44:47.333074630,2020-07-13 06:44:48.578367311,27.42026804055378,31.787262710036742,-30.297615,-25.89105,Control,Present,Attraction,10.0
8349.json,1.0919065497897549,0.0098369959440518,66,100.0,2020-07-13 06:44:34.055218389,2020-07-13 06:44:35.147124939,32.76079902096071,35.28908491825712,-33.454617,-30.880909,Control,Present,Attraction,10.0
