,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
1.json,1.1216696611008672,0.0098392075535163,36,100.0,2020-07-11 08:54:32.633429535,2020-07-11 08:54:33.755099196,17.046905449941647,25.837527836468205,-50.895336,-42.056572,DUR,Absent,Socialising,8.0
1103.json,1.1596821104124828,0.0099118129095084,23,100.0,2020-07-11 09:33:56.544460739,2020-07-11 09:33:57.704142849,9.512445057908147,11.063205431585445,-61.410984,-59.847702,DUR,Present,Travelling,8.0
1114.json,1.1640597431329205,0.0098649130773976,2,99.5840335371394,2020-07-11 08:55:10.650365000,2020-07-11 08:55:11.814424743,29.02854871425499,34.46547660049127,-40.66485,-35.127926,DUR,Absent,Socialising,8.0
112.json,1.910754602032222,0.009900282912084,40,100.0,2020-07-11 09:04:12.757646008,2020-07-11 09:04:14.668400610,24.850498191515605,27.9316837310791,-43.061264,-40.007088,DUR,Absent,Socialising,8.0
1141.json,1.2318357552326376,0.0098546860418611,61,98.27386622308995,2020-07-11 11:51:54.928676177,2020-07-11 11:51:56.160511932,7.194952663298576,12.285152263026085,-54.90512,-49.839397,DUR,Present,Foraging,8.0
1148.json,1.2802041300803353,0.009847724077541,7,99.60420936543632,2020-07-11 11:51:53.304775580,2020-07-11 11:51:54.584979710,14.13282997415673,18.903200872196173,-45.448387,-40.664463,DUR,Present,Foraging,8.0
1156.json,1.2494054127929957,0.0099159159745475,17,99.29319704761316,2020-07-11 11:51:50.090707449,2020-07-11 11:51:51.340112862,19.132881371078977,23.771429912299865,-46.606915,-41.938362,DUR,Present,Foraging,8.0
1165.json,1.2798293560858554,0.0099211577991151,71,97.22586870280286,2020-07-11 11:51:34.371417144,2020-07-11 11:51:35.651246500,14.529199754229245,18.32889535560371,-49.98184,-46.173428,DUR,Present,Foraging,8.0
1195.json,1.176360613891042,0.0098853833100087,50,98.75152335287494,2020-07-11 09:01:58.228596538,2020-07-11 09:01:59.404957152,15.441577163902489,20.01119709014893,-58.518654,-53.97723,DUR,Absent,Socialising,8.0
1214.json,1.2095317690191436,0.0099141948280257,48,100.0,2020-07-11 11:57:44.083748254,2020-07-11 11:57:45.293280023,11.956845936022306,14.278273155814723,-52.962505,-50.530716,DUR,Present,Travelling,6.0
1215.json,1.0322503152653226,0.0098309553834792,22,99.07406645270456,2020-07-11 11:57:47.281585959,2020-07-11 11:57:48.313836275,19.876952362060543,23.19814951970027,-40.506046,-37.05282,DUR,Present,Travelling,6.0
1222.json,1.0238634848686845,0.0098448412006604,49,100.0,2020-07-11 11:57:32.795627250,2020-07-11 11:57:33.819490735,11.127720174863358,14.111809397852698,-53.548584,-50.661358,DUR,Present,Travelling,6.0
1224.json,1.1012586928875194,0.0098326669007814,74,99.23361683301654,2020-07-11 11:57:47.307464101,2020-07-11 11:57:48.408722794,16.909696373150503,19.189530695085047,-43.62824,-41.469475,DUR,Present,Travelling,6.0
1227.json,1.017873569927367,0.0098822676691977,29,100.0,2020-07-11 11:57:58.374682662,2020-07-11 11:57:59.392556232,11.217813313007357,14.00264921784401,-57.19019,-54.37465,DUR,Present,Travelling,6.0
1231.json,1.3395732464168262,0.0099227647882727,22,99.23892954713403,2020-07-11 11:57:58.648180243,2020-07-11 11:57:59.987753489,8.726260083062309,17.17875115076701,-55.104595,-46.656685,DUR,Present,Travelling,6.0
1239.json,1.040906052309257,0.0098198684180118,25,99.42111571168084,2020-07-11 11:57:28.450891587,2020-07-11 11:57:29.491797639,12.460500178446296,15.101455601117085,-55.7816,-53.137764,DUR,Present,Travelling,6.0
1247.json,1.2910317313485464,0.0098552040560957,27,100.0,2020-07-11 11:57:47.735891112,2020-07-11 11:57:49.026922843,5.554432056568287,12.277146374737775,-56.234097,-49.476406,DUR,Present,Travelling,6.0
1259.json,1.0782534932491337,0.0098922338830195,45,100.0,2020-07-11 11:57:00.011685336,2020-07-11 11:57:01.089938829,9.926213292514577,12.15289831161499,-56.07302,-53.846336,DUR,Present,Travelling,6.0
1263.json,1.1022165658529204,0.0098412193379725,34,99.35606460558446,2020-07-11 11:57:43.444328502,2020-07-11 11:57:44.546545067,16.167303126492946,22.577037797557363,-50.003536,-43.578194,DUR,Present,Travelling,6.0
127.json,1.0795836827713856,0.0099044374566182,24,99.41313010992292,2020-07-11 11:41:38.614066938,2020-07-11 11:41:39.693650620,6.578171505647547,19.65479351492489,-59.88205,-46.7961,DUR,Present,Foraging,12.0
1270.json,1.1357628816986178,0.0098761989712923,9,98.70282116596536,2020-07-11 11:57:49.216695882,2020-07-11 11:57:50.352458764,22.310498110897893,25.568483312646823,-41.505833,-38.214367,DUR,Present,Travelling,6.0
1274.json,1.1213861363606623,0.0098367204943917,9,99.192367694675,2020-07-11 11:57:56.172165276,2020-07-11 11:57:57.293551413,26.9128227771168,30.85974088856872,-37.69248,-33.769306,DUR,Present,Travelling,6.0
1283.json,1.069629853144015,0.0099039801217038,38,100.0,2020-07-11 11:57:51.125927663,2020-07-11 11:57:52.195557516,10.577781307163525,13.235328503509066,-56.45111,-53.799603,DUR,Present,Travelling,6.0
