,ctrlength,tempres,category,match,start_dt,stop_dt,SNR,SNR_refined,signal_dB,signal_dB_refined,sequence,fishing_net,behaviour,group_size
3222.json,1.62213007053262,0.009891037015442805,55,99.44677691402352,2022-07-18 18:38:55.552807658,2022-07-18 18:38:57.174937728,,,,,,,,
3273.json,1.1444736095987622,0.009866151806885881,104,97.70243054073318,2022-07-18 19:42:22.172982210,2022-07-18 19:42:23.317455819,,,,,,,,
3364.json,1.114552517085901,0.009863296611379654,2,100,2022-07-18 18:04:29.462237325,2022-07-18 18:04:30.576789842,,,,,,,,
3368.json,1.4143245068283823,0.009890381166632043,59,100,2022-07-18 17:51:01.989405707,2022-07-18 17:51:03.403730214,,,,,,,,
3369.json,1.2187295612544737,0.009908370416703038,51,98.3682212464212,2022-07-18 17:51:30.228718170,2022-07-18 17:51:31.447447731,,,,,,,,
3374.json,1.010622449815699,0.009811868444812612,86,99.13688453266704,2022-07-18 17:51:21.982320827,2022-07-18 17:51:22.992943276,,,,,,,,
3376.json,1.0140685153377351,0.009845325391628496,30,100,2022-07-18 17:51:05.960037626,2022-07-18 17:51:06.974106141,,,,,,,,
3382.json,1.003981866674465,0.009842959477200638,83,98.2761361358998,2022-07-18 17:51:28.719112569,2022-07-18 17:51:29.723094436,,,,,,,,
3434.json,1.008894620654182,0.009891123731903746,88,97.7616214315989,2022-07-18 19:16:42.649675863,2022-07-18 19:16:43.658570484,,,,,,,,
3467.json,1.028247969335105,0.00988699970514524,114,99.59702021699512,2022-07-18 19:16:44.335776877,2022-07-18 19:16:45.364024846,,,,,,,,
3468.json,1.023230492898021,0.009838754739404047,79,99.5007140462871,2022-07-18 19:16:08.901748794,2022-07-18 19:16:09.924979287,,,,,,,,
3478.json,1.0195477458862694,0.009898521804721063,76,97.44927158197784,2022-07-18 19:16:07.698982733,2022-07-18 19:16:08.718530479,,,,,,,,
3482.json,1.016975094418619,0.00987354460600601,38,99.20546327562411,2022-07-18 19:16:34.096194958,2022-07-18 19:16:35.113170053,,,,,,,,
3491.json,1.1256101768139999,0.00987377348082456,5,99.31211086397118,2022-07-18 19:16:38.893142399,2022-07-18 19:16:40.018752575,,,,,,,,
3504.json,1.812916277398351,0.009906646324581153,57,100,2022-07-18 19:16:36.199988169,2022-07-18 19:16:38.012904446,,,,,,,,
3518.json,1.122286546007782,0.009844618824629666,38,99.60403943639949,2022-07-18 19:16:29.926141485,2022-07-18 19:16:31.048428031,,,,,,,,
3521.json,1.0217462292682562,0.009824482973733232,93,98.43962518908678,2022-07-18 19:16:16.280891914,2022-07-18 19:16:17.302638143,,,,,,,,
