file_annot,whistle_ID,duration,min_freq,max_freq,start_freq,end_freq,activation_state,fishing_net,fishing_net_type,behaviour,sonar,signal_type,group_size,SNR,signal_dB,SNR_refined,signal_dB_refined
SCW1807_20200712_140500,5528,1.17566266613862,7484.63279002881,11579.7232325555,7484.63279002881,10827.9674991448,Control,Present,chalut_vert,Travelling,0,DOL5,6,20.9450133555644,-50.186043,23.6370853733372,-47.437637
SCW1807_20200712_140500,5529,0.359952006399144,8434.20877449642,8929.05802386787,8764.9181401029,8929.05802386787,Control,Present,chalut_vert,Travelling,0,DOL5,6,9.14213454205057,-61.62444,11.9381630938986,-58.82423
SCW1807_20200712_140500,5530,0.888750915205973,7951.3921832208,13989.8868647352,13748.9641692753,8533.19078041289,Control,Present,chalut_vert,Travelling,0,DOL5,6,14.2823622907911,-62.816742,20.4455959456308,-56.657593
SCW1807_20200712_140500,5531,0.343269926537275,8571.10698474708,15181.8274825157,15181.8274825157,11025.8230519332,Control,Present,chalut_vert,Travelling,0,DOL5,6,14.149377562783,-56.441944,15.6245072971691,-54.791195
SCW1807_20200712_140500,5532,0.295678938066787,17058.8848407297,18090.8016751209,18048.6826206559,17122.0634224271,Control,Present,chalut_vert,Travelling,0,DOL5,6,18.9068935795834,-57.57484,20.2363359551681,-56.36391
SCW1807_20200712_140500,5533,0.771323389147007,7453.11748880091,11171.6477687958,7453.11748880091,7939.19987834272,Control,Present,chalut_vert,Travelling,0,DOL5,6,16.7510460834114,-51.048374,18.587988522588,-48.37311
SCW1807_20200712_140500,5534,0.394005866489699,8394.65288836808,9957.51349203769,8394.65288836808,9007.92730246628,Control,Present,chalut_vert,Travelling,0,DOL5,6,13.0034342956543,-56.90471,17.0890354156494,-52.069324
SCW1807_20200712_140500,5535,0.825586725678143,8219.80605606407,11213.7946890832,10383.9391440616,10839.5461099558,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.5722728142372,-66.395195,15.7327410624577,-60.899582
SCW1807_20200712_140500,5536,0.310183668557778,7623.24632514055,10296.6994676205,10296.6994676205,9543.27176383071,Control,Present,chalut_vert,Travelling,0,DOL5,6,14.9442168993828,-55.42321,23.3112924037836,-46.5288
SCW1807_20200712_140500,5537,1.61709085874788,7210.07629403,12143.8125478794,7210.07629403,8595.41110422417,Control,Present,chalut_vert,Travelling,0,DOL5,6,27.4794347979165,-39.681087,28.9661195501318,-38.042187
SCW1807_20200712_140500,5538,0.554194821156564,11220.25600775,16956.0282043434,11925.0754725856,11220.25600775,Control,Present,chalut_vert,Travelling,0,DOL5,6,8.58811765398298,-67.18275,13.4286837441581,-62.34694
SCW1807_20200712_140500,5539,0.22506171716321,9795.73310677738,12234.6212661547,9795.73310677738,12234.6212661547,Control,Present,chalut_vert,Travelling,0,DOL5,6,8.91216343846814,-67.96194,16.9422612683526,-60.132683
SCW1807_20200712_140500,5540,0.225484825023272,11759.3436525222,15466.2077154492,11759.3436525222,15466.2077154492,Control,Present,chalut_vert,Travelling,0,DOL5,6,8.6481064105856,-69.999435,17.0860746975603,-61.675045
SCW1807_20200712_140500,5541,0.404295637750057,9053.56983080767,12403.1828714008,9053.56983080767,10990.913589421,Control,Present,chalut_vert,Travelling,0,DOL5,6,10.4752933277803,-64.94897,14.8259244432636,-60.632122
SCW1807_20200712_140500,5542,0.258047073221924,9877.58605445656,13394.5271022795,13394.5271022795,10109.2408540138,Control,Present,chalut_vert,Travelling,0,DOL5,6,19.2732568628648,-56.017902,20.4751618329216,-54.904125
SCW1807_20200712_140500,5543,0.931836653301392,8529.77631157831,18427.7541108404,18427.7541108404,9035.20496515765,Control,Present,chalut_vert,Travelling,0,DOL5,6,28.8742363493321,-48.79391,31.065182152441,-46.602966
SCW1807_20200712_140500,5544,0.553726011288711,9393.21692810968,13268.1699388846,10067.1217995488,13268.1699388846,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.6751843043736,-62.303307,14.0527012416295,-60.122295
SCW1807_20200712_140500,5545,0.256255079657883,11141.1576884049,12004.5983049363,12004.5983049363,11141.1576884049,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.113585616603,-58.97024,11.6700696078214,-58.413757
SCW1807_20200712_140500,5546,0.082431703945892,11246.4553245673,12615.324594678,12615.324594678,11246.4553245673,Control,Present,chalut_vert,Travelling,0,DOL5,6,11.4934577941895,-58.608925,13.1705901406028,-57.46155
SCW1807_20200712_140500,5547,0.464126333086655,11077.9791067075,19396.4923635342,16932.5276773349,19396.4923635342,Control,Present,chalut_vert,Travelling,0,DOL5,6,26.8025666576321,-52.114445,29.0073449086335,-49.8689
SCW1807_20200712_140500,5548,0.293640539568031,11171.6477687958,16178.2963810765,11171.6477687958,11900.7713531085,Control,Present,chalut_vert,Travelling,0,DOL5,6,19.5943401738217,-51.223244,22.7359357131155,-47.921673
