,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file,duration,category
0.json,2020-07-11 08:54:41.370483935,2020-07-11 08:54:41.682442341,DUR,Absent,Socialising,8.0,2020-07-11 08:54:00,2020-07-11_08:36,2020-07-11_08:54,0.311958406,0
1.json,2020-07-11 08:54:32.633429535,2020-07-11 08:54:33.755099196,DUR,Absent,Socialising,8.0,2020-07-11 08:54:00,2020-07-11_08:36,2020-07-11_08:54,1.121669661,0
10.json,2020-07-11 08:54:47.084117528,2020-07-11 08:54:47.681090797,DUR,Absent,Socialising,8.0,2020-07-11 08:54:00,2020-07-11_08:36,2020-07-11_08:54,0.596973269,0
100.json,2020-07-11 09:04:10.606585789,2020-07-11 09:04:11.022530329,DUR,Absent,Socialising,8.0,2020-07-11 09:04:00,2020-07-11_08:36,2020-07-11_09:04,0.41594454,0
1000.json,2020-07-11 11:40:50.489268098,2020-07-11 11:40:50.801226503,DUR,Present,Foraging,12.0,2020-07-11 11:40:00,2020-07-11_11:40,2020-07-11_11:40,0.311958405,0
10000.json,2020-07-16 09:57:45.704095536,2020-07-16 09:57:45.867759472,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.163663936,0
10005.json,2020-07-16 09:57:07.908916450,2020-07-16 09:57:08.042593090,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.13367664,0
10006.json,2020-07-16 09:57:36.133273589,2020-07-16 09:57:36.865382241,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.732108652,0
10007.json,2020-07-16 09:57:50.227512921,2020-07-16 09:57:51.112712736,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.885199815,0
10008.json,2020-07-16 09:57:31.859609613,2020-07-16 09:57:32.019909557,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.160299944,0
10009.json,2020-07-16 09:57:44.901548528,2020-07-16 09:57:45.016851421,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.115302893,0
1001.json,2020-07-11 11:40:56.929035134,2020-07-11 11:40:57.062662887,DUR,Present,Foraging,12.0,2020-07-11 11:40:00,2020-07-11_11:40,2020-07-11_11:40,0.133627753,0
10010.json,2020-07-16 09:57:37.023618982,2020-07-16 09:57:37.194514661,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.170895679,0
10012.json,2020-07-16 09:57:37.796914162,2020-07-16 09:57:38.447296222,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.65038206,0
10013.json,2020-07-16 09:57:13.929236951,2020-07-16 09:57:14.438177797,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.508940846,0
10014.json,2020-07-16 09:57:54.097182541,2020-07-16 09:57:54.602988888,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.505806347,0
10015.json,2020-07-16 09:57:39.927083443,2020-07-16 09:57:40.437271087,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.510187644,0
10016.json,2020-07-16 09:57:03.174325320,2020-07-16 09:57:03.298910366,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.124585046,0
10017.json,2020-07-16 09:57:41.719650298,2020-07-16 09:57:42.127315115,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.407664817,0
10018.json,2020-07-16 09:57:48.645139029,2020-07-16 09:57:49.033462205,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.388323176,0
10019.json,2020-07-16 09:57:03.174325320,2020-07-16 09:57:03.564851521,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.390526201,0
1002.json,2020-07-11 08:58:26.948406879,2020-07-11 08:58:27.108385549,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.15997867,0
10020.json,2020-07-16 09:57:08.080528353,2020-07-16 09:57:08.217817876,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.137289523,0
10021.json,2020-07-16 09:57:51.448623882,2020-07-16 09:57:52.135234717,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.686610835,0
10022.json,2020-07-16 09:57:55.446531067,2020-07-16 09:57:56.062498588,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.615967521,134
10023.json,2020-07-16 09:57:04.846639970,2020-07-16 09:57:05.546232918,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.699592948,0
10026.json,2020-07-16 09:57:39.920370448,2020-07-16 09:57:40.052952105,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.132581657,0
10027.json,2020-07-16 09:57:41.136840596,2020-07-16 09:57:41.746433809,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.609593213,0
10029.json,2020-07-16 09:57:55.376420942,2020-07-16 09:57:55.878876833,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.502455891,0
1003.json,2020-07-11 08:58:57.792294361,2020-07-11 08:58:58.070923877,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.278629516,0
10030.json,2020-07-16 09:57:59.689401435,2020-07-16 09:57:59.999698968,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57,0.310297533,0
10031.json,2020-07-16 06:57:25.569888343,2020-07-16 06:57:25.852552993,DUR,Absent,Travelling,6.0,2020-07-16 06:57:00,2020-07-16_06:55,2020-07-16_06:57,0.28266465,0
10032.json,2020-07-16 06:57:15.495922140,2020-07-16 06:57:16.499581599,DUR,Absent,Travelling,6.0,2020-07-16 06:57:00,2020-07-16_06:55,2020-07-16_06:57,1.003659459,0
10033.json,2020-07-16 06:57:11.475945064,2020-07-16 06:57:12.137602080,DUR,Absent,Travelling,6.0,2020-07-16 06:57:00,2020-07-16_06:55,2020-07-16_06:57,0.661657016,0
10034.json,2020-07-16 09:02:42.778296227,2020-07-16 09:02:43.282229036,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.503932809,0
10035.json,2020-07-16 09:02:58.371024821,2020-07-16 09:02:59.097074599,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.726049778,0
10036.json,2020-07-16 09:02:27.067277921,2020-07-16 09:02:27.482822179,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.415544258,0
10037.json,2020-07-16 09:02:33.675304540,2020-07-16 09:02:34.585241762,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.909937222,45
10038.json,2020-07-16 09:02:37.043060925,2020-07-16 09:02:37.377025502,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.333964577,0
10039.json,2020-07-16 09:02:17.364454243,2020-07-16 09:02:17.669120638,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.304666395,0
1004.json,2020-07-11 08:58:38.276569600,2020-07-11 08:58:38.378882816,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.102313216,0
10040.json,2020-07-16 09:02:39.312383310,2020-07-16 09:02:40.183312264,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.870928954,0
10041.json,2020-07-16 09:02:39.345880577,2020-07-16 09:02:39.800486350,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.454605773,0
10042.json,2020-07-16 09:02:50.700148067,2020-07-16 09:02:50.970516087,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.27036802,0
10043.json,2020-07-16 09:02:10.254632715,2020-07-16 09:02:10.494600720,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.239968005,0
10044.json,2020-07-16 09:02:29.593316279,2020-07-16 09:02:30.096302137,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.502985858,0
10045.json,2020-07-16 09:02:59.066447189,2020-07-16 09:02:59.203369728,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.136922539,0
10046.json,2020-07-16 09:02:33.131582455,2020-07-16 09:02:33.467537662,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.335955207,0
10047.json,2020-07-16 09:02:54.275168790,2020-07-16 09:02:54.635755848,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.360587058,0
10048.json,2020-07-16 09:02:58.682703758,2020-07-16 09:02:59.070050414,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.387346656,0
10049.json,2020-07-16 09:02:07.137550133,2020-07-16 09:02:07.766964405,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.629414272,0
10050.json,2020-07-16 09:02:54.996342906,2020-07-16 09:02:55.345800733,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.349457827,0
10052.json,2020-07-16 09:02:40.920252148,2020-07-16 09:02:41.307863386,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.387611238,0
10053.json,2020-07-16 09:02:00.534100981,2020-07-16 09:02:01.027425171,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.49332419,0
10054.json,2020-07-16 09:02:25.724898155,2020-07-16 09:02:26.662331000,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.937432845,70
10055.json,2020-07-16 09:02:28.136782059,2020-07-16 09:02:28.449914023,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.313131964,0
10056.json,2020-07-16 09:02:58.552193041,2020-07-16 09:02:58.736168511,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.18397547,0
10057.json,2020-07-16 09:02:40.590064797,2020-07-16 09:02:40.836508979,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.246444182,0
10058.json,2020-07-16 09:02:11.102519664,2020-07-16 09:02:11.358485535,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.255965871,0
10059.json,2020-07-16 09:02:42.081842711,2020-07-16 09:02:42.521714436,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.439871725,0
1006.json,2020-07-11 08:58:08.198906812,2020-07-11 08:58:08.646847087,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.447940275,0
10060.json,2020-07-16 09:02:09.518730836,2020-07-16 09:02:09.718704173,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.199973337,0
10061.json,2020-07-16 09:02:58.315174838,2020-07-16 09:02:58.529566708,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.21439187,0
10062.json,2020-07-16 09:02:30.699906679,2020-07-16 09:02:31.123850153,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.423943474,0
10063.json,2020-07-16 09:02:14.921428386,2020-07-16 09:02:15.100811404,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.179383018,0
10064.json,2020-07-16 09:02:19.286956224,2020-07-16 09:02:19.431610065,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.144653841,0
10065.json,2020-07-16 09:02:14.958005599,2020-07-16 09:02:15.101986402,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.143980803,0
10066.json,2020-07-16 09:02:23.538850466,2020-07-16 09:02:24.182681732,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.643831266,0
10068.json,2020-07-16 09:02:24.997467004,2020-07-16 09:02:25.443807492,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.446340488,0
10069.json,2020-07-16 09:02:32.135817729,2020-07-16 09:02:32.680721995,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.544904266,0
1007.json,2020-07-11 08:58:32.229600844,2020-07-11 08:58:32.550894726,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.321293882,0
10070.json,2020-07-16 09:02:09.939174210,2020-07-16 09:02:10.083950895,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.144776685,0
10071.json,2020-07-16 09:02:51.384554612,2020-07-16 09:02:51.667851290,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.283296678,0
10072.json,2020-07-16 09:02:36.076510415,2020-07-16 09:02:36.484561938,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.408051523,0
10073.json,2020-07-16 09:02:36.594330184,2020-07-16 09:02:36.918862389,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.324532205,0
10074.json,2020-07-16 09:02:18.841186226,2020-07-16 09:02:19.062595165,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.221408939,0
10075.json,2020-07-16 09:02:57.612546020,2020-07-16 09:02:58.531368320,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.9188223,0
10076.json,2020-07-16 09:02:14.192506918,2020-07-16 09:02:14.665166933,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.472660015,0
10077.json,2020-07-16 09:02:49.452295666,2020-07-16 09:02:49.969923329,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.517627663,0
10078.json,2020-07-16 09:02:05.155887002,2020-07-16 09:02:06.504594172,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,1.34870717,0
10079.json,2020-07-16 09:02:19.319429535,2020-07-16 09:02:20.069267810,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.749838275,0
1008.json,2020-07-11 08:58:39.474736702,2020-07-11 08:58:39.914678043,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.439941341,0
10080.json,2020-07-16 09:02:18.138581859,2020-07-16 09:02:18.359990798,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.221408939,0
10081.json,2020-07-16 09:02:32.667644314,2020-07-16 09:02:33.059592054,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.39194774,0
10082.json,2020-07-16 09:02:30.507932276,2020-07-16 09:02:30.755899213,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.247966937,0
10083.json,2020-07-16 09:02:14.468699818,2020-07-16 09:02:14.844549950,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.375850132,0
10084.json,2020-07-16 09:02:08.910811892,2020-07-16 09:02:09.022796960,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.111985068,0
10085.json,2020-07-16 09:02:54.936245063,2020-07-16 09:02:55.572837029,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.636591966,5
10086.json,2020-07-16 09:02:21.709105453,2020-07-16 09:02:22.053059592,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.343954139,0
10088.json,2020-07-16 09:02:28.572367864,2020-07-16 09:02:28.764795327,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.192427463,0
10089.json,2020-07-16 09:02:01.262087487,2020-07-16 09:02:01.766078147,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.50399066,0
1009.json,2020-07-11 08:58:56.509327117,2020-07-11 08:58:57.132262282,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.622935165,0
10090.json,2020-07-16 09:02:38.845814227,2020-07-16 09:02:39.286064028,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.440249801,0
10091.json,2020-07-16 09:02:27.946103936,2020-07-16 09:02:28.264483921,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.318379985,0
10092.json,2020-07-16 09:02:28.960721472,2020-07-16 09:02:29.280850798,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.320129326,0
10093.json,2020-07-16 09:02:15.994879141,2020-07-16 09:02:16.877557481,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.88267834,0
10094.json,2020-07-16 09:02:28.712315110,2020-07-16 09:02:29.055185864,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.342870754,0
10095.json,2020-07-16 09:02:29.436831789,2020-07-16 09:02:30.191310577,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.754478788,0
10096.json,2020-07-16 09:02:23.831218287,2020-07-16 09:02:24.263549427,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.43233114,0
10097.json,2020-07-16 09:02:03.083834747,2020-07-16 09:02:03.317264835,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.233430088,0
10098.json,2020-07-16 09:02:27.837644820,2020-07-16 09:02:28.114040632,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.276395812,0
10099.json,2020-07-16 09:02:49.040966541,2020-07-16 09:02:49.431498126,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.390531585,45
101.json,2020-07-11 09:04:44.580334550,2020-07-11 09:04:45.355123384,DUR,Absent,Socialising,8.0,2020-07-11 09:04:00,2020-07-11_08:36,2020-07-11_09:04,0.774788834,41
1010.json,2020-07-11 08:58:28.840082343,2020-07-11 08:58:29.404145680,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.564063337,0
10100.json,2020-07-16 09:02:44.114118118,2020-07-16 09:02:44.370083989,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.255965871,0
10101.json,2020-07-16 09:02:27.375584951,2020-07-16 09:02:27.571292892,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.195707941,0
10102.json,2020-07-16 09:02:45.841887748,2020-07-16 09:02:46.201839755,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.359952007,0
10104.json,2020-07-16 09:02:16.740884706,2020-07-16 09:02:17.552379309,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.811494603,0
10105.json,2020-07-16 09:02:00.005584378,2020-07-16 09:02:00.169978956,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.164394578,0
10106.json,2020-07-16 09:02:02.668847926,2020-07-16 09:02:03.057898071,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.389050145,0
10107.json,2020-07-16 09:02:33.171577123,2020-07-16 09:02:33.715504599,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.543927476,0
10108.json,2020-07-16 09:02:04.007465671,2020-07-16 09:02:04.295427276,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.287961605,0
10109.json,2020-07-16 09:02:34.733042536,2020-07-16 09:02:35.045643410,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.312600874,0
1011.json,2020-07-11 08:58:10.101399068,2020-07-11 08:58:10.590342796,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.488943728,0
10110.json,2020-07-16 09:02:56.800426610,2020-07-16 09:02:57.248366884,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.447940274,0
10111.json,2020-07-16 09:02:16.045860552,2020-07-16 09:02:16.285828556,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.239968004,0
10112.json,2020-07-16 09:02:01.798077553,2020-07-16 09:02:02.230069546,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.431991993,0
10113.json,2020-07-16 09:02:01.926075181,2020-07-16 09:02:02.798059019,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.871983838,0
10115.json,2020-07-16 09:02:03.230809247,2020-07-16 09:02:03.962799890,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.731990643,0
10116.json,2020-07-16 09:02:03.876344302,2020-07-16 09:02:04.354731888,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.478387586,0
10117.json,2020-07-16 09:02:05.106895502,2020-07-16 09:02:05.478654530,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.371759028,0
10118.json,2020-07-16 09:02:04.504588240,2020-07-16 09:02:05.542055294,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,1.037467054,189
10119.json,2020-07-16 09:02:10.220532673,2020-07-16 09:02:10.378967535,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.158434862,0
1012.json,2020-07-11 08:58:08.846820424,2020-07-11 08:58:08.966804426,DUR,Absent,Socialising,8.0,2020-07-11 08:58:00,2020-07-11_08:36,2020-07-11_08:58,0.119984002,0
10120.json,2020-07-16 09:02:12.297804636,2020-07-16 09:02:12.715858665,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.418054029,0
10121.json,2020-07-16 09:02:15.043864414,2020-07-16 09:02:15.248873577,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.205009163,0
10122.json,2020-07-16 09:02:15.485203584,2020-07-16 09:02:15.935084802,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.449881218,0
10123.json,2020-07-16 09:02:16.373576623,2020-07-16 09:02:16.869015433,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.49543881,0
10125.json,2020-07-16 09:02:19.083260000,2020-07-16 09:02:19.345998608,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.262738608,0
10126.json,2020-07-16 09:02:28.647589509,2020-07-16 09:02:29.016700370,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.369110861,12
10128.json,2020-07-16 09:02:30.014334071,2020-07-16 09:02:30.200625130,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.186291059,0
10129.json,2020-07-16 09:02:34.838038249,2020-07-16 09:02:35.489488926,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.651450677,0
1013.json,2020-07-11 09:06:39.626716438,2020-07-11 09:06:39.994167444,DUR,Absent,Socialising,8.0,2020-07-11 09:06:00,2020-07-11_08:36,2020-07-11_09:06,0.367451006,0
10130.json,2020-07-16 09:02:39.642570660,2020-07-16 09:02:39.788523040,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.14595238,0
10131.json,2020-07-16 09:02:41.999237692,2020-07-16 09:02:42.242922497,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.243684805,0
10132.json,2020-07-16 09:02:42.719966481,2020-07-16 09:02:42.860395012,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.140428531,0
10133.json,2020-07-16 09:02:49.641784364,2020-07-16 09:02:49.875178980,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.233394616,0
10135.json,2020-07-16 09:02:51.642097047,2020-07-16 09:02:51.752840293,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.110743246,0
10136.json,2020-07-16 09:02:55.474899804,2020-07-16 09:02:56.296236991,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02,0.821337187,14
10137.json,2020-07-16 06:35:40.458605519,2020-07-16 06:35:40.770563925,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.311958406,0
10138.json,2020-07-16 06:35:33.235568591,2020-07-16 06:35:33.747500333,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.511931742,0
10139.json,2020-07-16 06:35:30.667910945,2020-07-16 06:35:31.347820291,Control,Absent,Travelling,6.0,2020-07-16 06:35:00,2020-07-16_06:35,2020-07-16_06:35,0.679909346,0
