,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file,duration,category
938.json,2020-07-11 09:34:55.432182243,2020-07-11 09:34:56.545409302,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,1.113227059,0
9380.json,2020-07-17 09:18:21.160904308,2020-07-17 09:18:21.844936426,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.684032118,0
9381.json,2020-07-17 09:18:10.559171851,2020-07-17 09:18:11.841595300,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,1.282423449,0
9382.json,2020-07-17 09:18:01.913876429,2020-07-17 09:18:03.230905122,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,1.317028693,0
9383.json,2020-07-17 09:18:28.379951813,2020-07-17 09:18:28.952613667,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.572661854,3
9384.json,2020-07-17 09:18:22.423732833,2020-07-17 09:18:23.287683891,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.863951058,3
9385.json,2020-07-17 09:18:02.532250691,2020-07-17 09:18:03.045392843,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.513142152,0
9386.json,2020-07-17 09:18:47.602171763,2020-07-17 09:18:48.367560001,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.765388238,3
9388.json,2020-07-17 09:18:21.027971981,2020-07-17 09:18:21.261833425,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.233861444,0
9389.json,2020-07-17 09:18:44.364623662,2020-07-17 09:18:45.225498343,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.860874681,3
939.json,2020-07-11 09:34:06.391147847,2020-07-11 09:34:07.534995334,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,1.143847487,83
9391.json,2020-07-17 09:18:40.286342233,2020-07-17 09:18:40.430278459,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.143936226,0
9392.json,2020-07-17 09:18:11.929569166,2020-07-17 09:18:13.052823497,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,1.123254331,0
9393.json,2020-07-17 09:18:41.115774736,2020-07-17 09:18:42.830415029,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,1.714640293,0
9394.json,2020-07-17 09:18:19.713596515,2020-07-17 09:18:20.299768606,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.586172091,0
9395.json,2020-07-17 09:18:21.351644034,2020-07-17 09:18:21.704183663,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.352539629,0
9396.json,2020-07-17 09:18:21.762063304,2020-07-17 09:18:22.505290508,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.743227204,3
9397.json,2020-07-17 09:18:23.249405664,2020-07-17 09:18:24.124783362,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.875377698,0
9398.json,2020-07-17 09:18:23.393689166,2020-07-17 09:18:24.135287167,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.741598001,3
9399.json,2020-07-17 09:18:34.934468545,2020-07-17 09:18:35.444859695,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.51039115,3
94.json,2020-07-11 09:04:12.142381016,2020-07-11 09:04:13.285058974,DUR,Absent,Socialising,8.0,2020-07-11 09:04:00,2020-07-11_08:36,2020-07-11_09:04,1.142677958,0
9403.json,2020-07-17 09:18:36.121971801,2020-07-17 09:18:36.822608950,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.700637149,0
9404.json,2020-07-17 09:18:36.056510812,2020-07-17 09:18:36.578153068,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.521642256,3
9405.json,2020-07-17 09:18:36.732353170,2020-07-17 09:18:36.862965218,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.130612048,0
9406.json,2020-07-17 09:18:36.980905947,2020-07-17 09:18:37.479960934,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18,0.499054987,0
9407.json,2020-07-17 08:43:48.682414672,2020-07-17 08:43:50.323717219,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.641302547,18
9408.json,2020-07-17 08:43:29.074851732,2020-07-17 08:43:30.269734662,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.19488293,13
9409.json,2020-07-17 08:43:43.722972802,2020-07-17 08:43:45.136517917,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.413545115,18
941.json,2020-07-11 09:34:31.987734969,2020-07-11 09:34:32.099720037,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.111985068,0
9410.json,2020-07-17 08:43:03.009213778,2020-07-17 08:43:04.619092049,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.609878271,18
9411.json,2020-07-17 08:43:27.091706892,2020-07-17 08:43:28.186669298,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.094962406,13
9412.json,2020-07-17 08:43:00.013157314,2020-07-17 08:43:00.719904013,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.706746699,0
9413.json,2020-07-17 08:43:16.944887173,2020-07-17 08:43:17.965011384,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.020124211,0
9414.json,2020-07-17 08:43:52.955286671,2020-07-17 08:43:54.236832400,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.281545729,18
9415.json,2020-07-17 08:43:58.169603936,2020-07-17 08:43:59.728520755,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.558916819,18
9416.json,2020-07-17 08:43:01.681170007,2020-07-17 08:43:02.578200347,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.89703034,187
9417.json,2020-07-17 08:43:27.449755435,2020-07-17 08:43:28.553044552,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.103289117,13
9418.json,2020-07-17 08:43:38.602664664,2020-07-17 08:43:39.358208298,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.755543634,13
9419.json,2020-07-17 08:43:39.626716438,2020-07-17 08:43:40.376521226,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.749804788,13
942.json,2020-07-11 09:34:30.478222558,2020-07-11 09:34:30.603919477,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.125696919,0
9420.json,2020-07-17 08:43:30.125338585,2020-07-17 08:43:31.137174084,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.011835499,13
9421.json,2020-07-17 08:43:09.198289582,2020-07-17 08:43:09.549660045,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.351370463,0
9422.json,2020-07-17 08:43:46.757260600,2020-07-17 08:43:47.765692390,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.00843179,0
9423.json,2020-07-17 08:43:26.549082936,2020-07-17 08:43:27.564324757,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.015241821,13
9424.json,2020-07-17 08:43:56.371782345,2020-07-17 08:43:57.309644411,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.937862066,187
9425.json,2020-07-17 08:43:28.372632495,2020-07-17 08:43:28.971521746,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.598889251,13
9426.json,2020-07-17 08:43:23.678051003,2020-07-17 08:43:24.535277676,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.857226673,13
9428.json,2020-07-17 08:43:50.994045931,2020-07-17 08:43:52.574576391,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.58053046,18
9429.json,2020-07-17 08:43:49.025003630,2020-07-17 08:43:50.490964245,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.465960615,18
943.json,2020-07-11 09:34:39.874683376,2020-07-11 09:34:40.323185201,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.448501825,0
9430.json,2020-07-17 08:43:39.650565646,2020-07-17 08:43:40.508253704,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.857688058,0
9431.json,2020-07-17 08:43:40.237496781,2020-07-17 08:43:41.632050720,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.394553939,18
9432.json,2020-07-17 08:43:40.332015090,2020-07-17 08:43:41.267564030,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.93554894,13
9433.json,2020-07-17 08:43:43.497641863,2020-07-17 08:43:44.856596494,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.358954631,0
9434.json,2020-07-17 08:43:43.511579860,2020-07-17 08:43:43.842607270,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.33102741,0
9436.json,2020-07-17 08:43:44.944071373,2020-07-17 08:43:45.223464060,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.279392687,0
9437.json,2020-07-17 08:43:44.743159777,2020-07-17 08:43:45.774401327,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.03124155,18
9438.json,2020-07-17 08:43:44.350754317,2020-07-17 08:43:44.903261205,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.552506888,0
9439.json,2020-07-17 08:43:44.408830325,2020-07-17 08:43:45.667667041,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.258836716,0
944.json,2020-07-11 09:34:11.935467928,2020-07-11 09:34:12.309128014,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.373660086,0
9440.json,2020-07-17 08:43:47.463314042,2020-07-17 08:43:48.393127462,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.92981342,0
9441.json,2020-07-17 08:43:47.963021564,2020-07-17 08:43:48.794585476,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.831563912,0
9442.json,2020-07-17 08:43:49.930800433,2020-07-17 08:43:51.349087532,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.418287099,18
9443.json,2020-07-17 08:43:51.988635035,2020-07-17 08:43:52.365775635,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,0.3771406,0
9444.json,2020-07-17 08:43:51.906249952,2020-07-17 08:43:53.433120150,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.526870198,18
9445.json,2020-07-17 08:43:52.415206685,2020-07-17 08:43:53.973200136,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.557993451,18
9446.json,2020-07-17 08:43:53.268349985,2020-07-17 08:43:54.837328114,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.568978129,18
9447.json,2020-07-17 08:43:53.387350660,2020-07-17 08:43:54.934359433,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43,1.547008773,18
9448.json,2020-07-17 11:26:20.892914271,2020-07-17 11:26:21.181175843,DUR,Absent,Socialising,7.0,2020-07-17 11:26:00,2020-07-17_11:25,2020-07-17_11:26,0.288261572,0
9449.json,2020-07-17 11:26:06.468997870,2020-07-17 11:26:06.792736214,DUR,Absent,Socialising,7.0,2020-07-17 11:26:00,2020-07-17_11:25,2020-07-17_11:26,0.323738344,0
945.json,2020-07-11 09:34:31.363818158,2020-07-11 09:34:32.507665645,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,1.143847487,0
9451.json,2020-07-17 08:15:09.895268637,2020-07-17 08:15:10.766363668,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.871095031,0
9452.json,2020-07-17 08:15:47.321690441,2020-07-17 08:15:47.856952406,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.535261965,0
9453.json,2020-07-17 08:15:42.163640829,2020-07-17 08:15:42.490149251,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.326508422,0
9454.json,2020-07-17 08:15:02.224365460,2020-07-17 08:15:02.612971501,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.388606041,0
9455.json,2020-07-17 08:15:06.546355082,2020-07-17 08:15:07.644840838,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,1.098485756,0
9456.json,2020-07-17 08:15:12.606319157,2020-07-17 08:15:12.886281829,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.279962672,0
9457.json,2020-07-17 08:15:13.471232119,2020-07-17 08:15:13.973422743,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.502190624,0
9458.json,2020-07-17 08:15:35.946887385,2020-07-17 08:15:37.407186820,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,1.460299435,0
9459.json,2020-07-17 08:15:00.808518679,2020-07-17 08:15:00.939863649,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.13134497,0
946.json,2020-07-11 09:34:51.401146514,2020-07-11 09:34:51.542642914,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.1414964,0
9462.json,2020-07-17 08:15:42.533344917,2020-07-17 08:15:42.929728682,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.396383765,0
9463.json,2020-07-17 08:15:43.050422456,2020-07-17 08:15:43.478567741,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.428145285,0
9464.json,2020-07-17 08:15:43.604343358,2020-07-17 08:15:43.801264780,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.196921422,0
9465.json,2020-07-17 08:15:48.827067487,2020-07-17 08:15:49.302958180,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15,0.475890693,0
9467.json,2020-07-17 09:20:35.555259299,2020-07-17 09:20:35.819224103,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.263964804,0
9468.json,2020-07-17 09:20:26.754642382,2020-07-17 09:20:27.819426990,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,1.064784608,0
9469.json,2020-07-17 09:20:54.928743091,2020-07-17 09:20:55.884461625,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.955718534,0
947.json,2020-07-11 09:34:31.459805359,2020-07-11 09:34:31.576701691,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.116896332,0
9470.json,2020-07-17 09:20:02.660685811,2020-07-17 09:20:03.798064809,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,1.137378998,40
9471.json,2020-07-17 09:20:31.345204569,2020-07-17 09:20:32.202897972,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.857693403,0
9472.json,2020-07-17 09:20:34.055834391,2020-07-17 09:20:35.031100939,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.975266548,0
9473.json,2020-07-17 09:20:59.377111975,2020-07-17 09:20:59.993378071,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.616266096,0
9475.json,2020-07-17 09:20:00.300290712,2020-07-17 09:20:00.964433547,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.664142835,3
9476.json,2020-07-17 09:20:24.388807402,2020-07-17 09:20:24.998358200,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.609550798,0
9477.json,2020-07-17 09:20:22.956251611,2020-07-17 09:20:23.116595111,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.1603435,0
9479.json,2020-07-17 09:20:52.789141853,2020-07-17 09:20:52.940440443,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.15129859,0
948.json,2020-07-11 09:34:04.863351553,2020-07-11 09:34:05.351286495,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.487934942,0
9480.json,2020-07-17 09:20:49.689374750,2020-07-17 09:20:49.985335289,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.295960539,0
9482.json,2020-07-17 09:20:33.011424236,2020-07-17 09:20:33.126147558,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.114723322,0
9483.json,2020-07-17 09:20:13.822157046,2020-07-17 09:20:14.390081322,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.567924276,0
9484.json,2020-07-17 09:20:48.226805520,2020-07-17 09:20:48.637667878,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.410862358,0
9485.json,2020-07-17 09:20:30.547926943,2020-07-17 09:20:30.779896014,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.231969071,0
9486.json,2020-07-17 09:20:54.760698574,2020-07-17 09:20:54.880682576,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.119984002,0
9487.json,2020-07-17 09:20:50.153312892,2020-07-17 09:20:50.289294761,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.135981869,0
9488.json,2020-07-17 09:20:37.921224009,2020-07-17 09:20:38.596243956,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.675019947,0
9489.json,2020-07-17 09:20:21.419476274,2020-07-17 09:20:21.923927733,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.504451459,0
9490.json,2020-07-17 09:20:23.741159679,2020-07-17 09:20:24.361219973,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.620060294,0
9491.json,2020-07-17 09:20:41.685719793,2020-07-17 09:20:42.315498549,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.629778756,3
9492.json,2020-07-17 09:20:36.770814074,2020-07-17 09:20:37.369703952,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.598889878,0
9493.json,2020-07-17 09:20:18.469537395,2020-07-17 09:20:18.733502200,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.263964805,0
9494.json,2020-07-17 09:20:44.461976727,2020-07-17 09:20:44.973132738,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.511156011,3
9496.json,2020-07-17 09:20:54.152117173,2020-07-17 09:20:54.485195961,DUR,Present,Milling,10.0,2020-07-17 09:20:00,2020-07-17_09:17,2020-07-17_09:20,0.333078788,0
9499.json,2020-07-17 06:53:25.768712356,2020-07-17 06:53:26.061193863,DUR,Present,Travelling,8.0,2020-07-17 06:53:00,2020-07-17_06:50,2020-07-17_06:53,0.292481507,0
950.json,2020-07-11 09:34:34.810271135,2020-07-11 09:34:35.306088438,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.495817303,0
9500.json,2020-07-17 06:53:05.260064811,2020-07-17 06:53:05.590241942,DUR,Present,Travelling,8.0,2020-07-17 06:53:00,2020-07-17_06:50,2020-07-17_06:53,0.330177131,0
9501.json,2020-07-17 06:53:34.855427843,2020-07-17 06:53:34.981554948,DUR,Present,Travelling,8.0,2020-07-17 06:53:00,2020-07-17_06:50,2020-07-17_06:53,0.126127105,0
9502.json,2020-07-17 09:01:21.918876410,2020-07-17 09:01:22.204234569,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.285358159,0
9503.json,2020-07-17 09:01:39.590323639,2020-07-17 09:01:40.771647210,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.181323571,151
9504.json,2020-07-17 09:01:41.006797195,2020-07-17 09:01:42.128685948,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.121888753,0
9505.json,2020-07-17 09:01:38.003005752,2020-07-17 09:01:38.954910290,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.951904538,0
9506.json,2020-07-17 09:01:34.091887980,2020-07-17 09:01:34.392512104,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.300624124,183
9507.json,2020-07-17 09:01:15.076301094,2020-07-17 09:01:15.830826156,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.754525062,104
9508.json,2020-07-17 09:01:20.474373728,2020-07-17 09:01:22.182586709,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.708212981,151
9509.json,2020-07-17 09:01:49.846110151,2020-07-17 09:01:50.910493211,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.06438306,105
951.json,2020-07-11 09:34:50.452523765,2020-07-11 09:34:50.953259814,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.500736049,0
9510.json,2020-07-17 09:01:16.653779496,2020-07-17 09:01:16.765764565,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.111985069,0
9511.json,2020-07-17 09:01:42.826289828,2020-07-17 09:01:43.426209839,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.599920011,0
9512.json,2020-07-17 09:01:52.580359384,2020-07-17 09:01:53.549851991,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.969492607,105
9513.json,2020-07-17 09:01:08.583158950,2020-07-17 09:01:09.188887227,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.605728277,180
9514.json,2020-07-17 09:01:41.694929456,2020-07-17 09:01:42.758597570,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.063668114,0
9516.json,2020-07-17 09:01:55.643173513,2020-07-17 09:01:56.659156029,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.015982516,0
9517.json,2020-07-17 09:01:41.534899394,2020-07-17 09:01:41.900104398,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.365205004,0
9518.json,2020-07-17 09:01:18.765497934,2020-07-17 09:01:19.163221762,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.397723828,0
9519.json,2020-07-17 09:01:08.265496890,2020-07-17 09:01:08.445045011,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.179548121,0
952.json,2020-07-11 09:34:45.665911212,2020-07-11 09:34:45.863518822,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34,0.19760761,0
9520.json,2020-07-17 09:01:23.316891081,2020-07-17 09:01:24.759166047,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,1.442274966,104
9522.json,2020-07-17 09:01:39.804512555,2020-07-17 09:01:40.316643745,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.51213119,179
9523.json,2020-07-17 09:01:39.689180062,2020-07-17 09:01:40.447079303,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.757899241,0
9524.json,2020-07-17 09:01:47.855092567,2020-07-17 09:01:48.101257483,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.246164916,0
9525.json,2020-07-17 09:01:51.362797629,2020-07-17 09:01:51.551019237,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01,0.188221608,0
9527.json,2020-07-17 07:14:26.660445274,2020-07-17 07:14:26.892414345,BEF+DUR,Present,Attraction,12.0,2020-07-17 07:14:00,2020-07-17_07:14,2020-07-17_07:14,0.231969071,0
